Calibration
Channel,Gain,Offset,Zero
0,1,0,0
1,1,0,0
2,0.51249,0,0
3,1,0,0
4,1,0,0
5,1,0,0
6,1,0,0
7,1,0,0
8,1,0,0
mm/dd/yy-hh:mm:ss:ms,Sch,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
05/10/19-11:00:02:917,1,1032.00,18665.00,8075.82,18153.00,17481.00,9740.00,6888.00,12030.00,8432.00,
05/10/19-11:00:02:917,1,1032.00,18664.00,8076.84,18176.00,17465.00,9737.00,6869.00,12033.00,8432.00,
05/10/19-11:00:02:917,1,1032.00,18666.00,8076.84,18186.00,17471.00,9739.00,6873.00,12022.00,8432.00,
05/10/19-11:00:02:134,1,1032.00,18667.00,8077.87,18166.00,17507.00,9739.00,6855.00,12025.00,8427.00,
05/10/19-11:00:02:134,1,1032.00,18664.00,8078.89,18128.00,17515.00,9735.00,6869.00,12032.00,8425.00,
05/10/19-11:00:02:134,1,1032.00,18664.00,8078.89,18086.00,17522.00,9737.00,6866.00,12018.00,8422.00,
05/10/19-11:00:02:134,1,1032.00,18666.00,8078.89,18051.00,17549.00,9736.00,6865.00,12023.00,8416.00,
05/10/19-11:00:02:134,1,1032.00,18664.00,8080.94,18042.00,17561.00,9730.00,6872.00,12016.00,8415.00,
05/10/19-11:00:02:134,1,1032.00,18664.00,8080.94,18050.00,17560.00,9729.00,6857.00,12020.00,8420.00,
05/10/19-11:00:02:134,1,1032.00,18665.00,8080.94,18053.00,17546.00,9733.00,6853.00,12013.00,8411.00,
05/10/19-11:00:02:134,1,1032.00,18666.00,8080.94,18090.00,17533.00,9735.00,6848.00,12014.00,8407.00,
05/10/19-11:00:02:134,1,1032.00,18664.00,8080.94,18150.00,17512.00,9734.00,6855.00,12012.00,8410.00,
05/10/19-11:00:02:134,1,1032.00,18664.00,8080.94,18175.00,17496.00,9738.00,6853.00,12024.00,8401.00,
05/10/19-11:00:02:134,1,1032.00,18665.00,8080.94,18172.00,17490.00,9735.00,6842.00,12020.00,8401.00,
05/10/19-11:00:02:134,1,1032.00,18664.00,8080.94,18153.00,17489.00,9743.00,6844.00,12018.00,8401.00,
05/10/19-11:00:02:134,1,1032.00,18665.00,8080.94,18131.00,17494.00,9736.00,6855.00,12017.00,8401.00,
05/10/19-11:00:02:350,1,1032.00,18664.00,8079.40,18116.00,17511.00,9735.00,6841.00,12038.00,8451.00,
05/10/19-11:00:02:350,1,1032.00,18664.00,8076.84,18098.00,17509.00,9736.00,6840.00,12038.00,8453.00,
05/10/19-11:00:02:350,1,1032.00,18664.00,8076.84,18063.00,17516.00,9732.00,6841.00,12022.00,8447.00,
05/10/19-11:00:02:350,1,1032.00,18664.00,8076.33,18046.00,17527.00,9736.00,6846.00,12022.00,8453.00,
05/10/19-11:00:02:350,1,1032.00,18664.00,8076.84,18070.00,17532.00,9735.00,6841.00,12011.00,8429.00,
05/10/19-11:00:02:350,1,1032.00,18664.00,8078.89,18097.00,17532.00,9735.00,6836.00,12008.00,8396.00,
05/10/19-11:00:02:350,1,1031.00,18665.00,8080.94,18103.00,17519.00,9736.00,6845.00,12020.00,8392.00,
05/10/19-11:00:02:350,1,1032.00,18666.00,8080.94,18112.00,17516.00,9735.00,6839.00,12016.00,8384.00,
05/10/19-11:00:02:350,1,1031.00,18666.00,8080.94,18138.00,17534.00,9738.00,6830.00,12005.00,8385.00,
05/10/19-11:00:02:350,1,1031.00,18665.00,8080.94,18154.00,17519.00,9732.00,6838.00,12007.00,8389.00,
05/10/19-11:00:02:350,1,1032.00,18665.00,8080.94,18152.00,17503.00,9735.00,6832.00,12013.00,8389.00,
05/10/19-11:00:02:350,1,1032.00,18665.00,8080.94,18150.00,17502.00,9734.00,6832.00,12010.00,8389.00,
05/10/19-11:00:02:350,1,1032.00,18665.00,8080.94,18128.00,17515.00,9736.00,6837.00,12009.00,8389.00,
05/10/19-11:00:02:567,1,1031.00,18664.00,8079.40,18118.00,17509.00,9736.00,6833.00,12013.00,8394.00,
05/10/19-11:00:02:567,1,1032.00,18664.00,8076.84,18112.00,17492.00,9733.00,6828.00,12017.00,8389.00,
05/10/19-11:00:02:567,1,1032.00,18664.00,8076.84,18079.00,17501.00,9733.00,6822.00,11998.00,8391.00,
05/10/19-11:00:02:567,1,1031.00,18664.00,8076.84,18061.00,17524.00,9734.00,6822.00,11996.00,8382.00,
05/10/19-11:00:02:567,1,1031.00,18664.00,8076.84,18062.00,17519.00,9734.00,6824.00,12011.00,8382.00,
05/10/19-11:00:02:567,1,1031.00,18665.00,8079.40,18065.00,17516.00,9732.00,6828.00,12006.00,8373.00,
05/10/19-11:00:02:567,1,1032.00,18665.00,8080.94,18078.00,17512.00,9736.00,6835.00,12012.00,8371.00,
05/10/19-11:00:02:567,1,1032.00,18664.00,8080.94,18120.00,17516.00,9734.00,6816.00,12011.00,8374.00,
05/10/19-11:00:02:567,1,1032.00,18666.00,8080.94,18126.00,17526.00,9731.00,6821.00,12012.00,8369.00,
05/10/19-11:00:02:567,1,1032.00,18665.00,8080.94,18150.00,17517.00,9731.00,6821.00,12004.00,8371.00,
05/10/19-11:00:02:567,1,1032.00,18664.00,8080.94,18172.00,17504.00,9732.00,6807.00,12007.00,8371.00,
05/10/19-11:00:02:567,1,1032.00,18664.00,8080.94,18174.00,17514.00,9734.00,6801.00,12002.00,8371.00,
05/10/19-11:00:02:567,1,1032.00,18666.00,8080.94,18143.00,17525.00,9735.00,6816.00,12008.00,8371.00,
05/10/19-11:00:02:784,1,1032.00,18664.00,8079.40,18115.00,17530.00,9731.00,6814.00,12016.00,8411.00,
05/10/19-11:00:02:784,1,1031.00,18664.00,8077.35,18077.00,17532.00,9730.00,6814.00,12014.00,8415.00,
05/10/19-11:00:02:784,1,1030.00,18664.00,8076.84,18063.00,17523.00,9731.00,6807.00,12016.00,8400.00,
05/10/19-11:00:02:784,1,1032.00,18664.00,8076.84,18057.00,17529.00,9732.00,6810.00,12013.00,8398.00,
05/10/19-11:00:02:784,1,1032.00,18664.00,8076.84,18049.00,17537.00,9735.00,6822.00,12010.00,8386.00,
05/10/19-11:00:02:784,1,1032.00,18664.00,8079.92,18067.00,17513.00,9734.00,6806.00,12000.00,8369.00,
05/10/19-11:00:02:784,1,1032.00,18665.00,8080.94,18103.00,17490.00,9739.00,6811.00,11998.00,8350.00,
05/10/19-11:00:02:784,1,1032.00,18666.00,8080.94,18141.00,17486.00,9736.00,6805.00,12005.00,8351.00,
05/10/19-11:00:02:784,1,1031.00,18664.00,8080.94,18150.00,17503.00,9734.00,6809.00,12000.00,8353.00,
05/10/19-11:00:02:784,1,1031.00,18666.00,8080.94,18153.00,17496.00,9731.00,6800.00,11999.00,8354.00,
05/10/19-11:00:02:784,1,1032.00,18665.00,8080.94,18161.00,17488.00,9738.00,6805.00,12002.00,8354.00,
05/10/19-11:00:02:784,1,1032.00,18664.00,8081.45,18144.00,17497.00,9741.00,6806.00,12000.00,8354.00,
05/10/19-11:00:02:784,1,1032.00,18664.00,8080.94,18124.00,17524.00,9734.00,6802.00,12002.00,8354.00,
05/10/19-11:00:03:1,1,1032.00,18666.00,8079.92,18103.00,17542.00,9731.00,6817.00,12003.00,8368.00,
05/10/19-11:00:03:1,1,1031.00,18664.00,8077.87,18075.00,17542.00,9734.00,6794.00,11999.00,8363.00,
05/10/19-11:00:03:1,1,1032.00,18664.00,8076.84,18082.00,17530.00,9732.00,6805.00,12003.00,8362.00,
05/10/19-11:00:03:1,1,1032.00,18664.00,8076.84,18093.00,17523.00,9733.00,6796.00,12003.00,8360.00,
05/10/19-11:00:03:1,1,1031.00,18665.00,8076.84,18082.00,17537.00,9732.00,6801.00,12007.00,8359.00,
05/10/19-11:00:03:1,1,1032.00,18666.00,8079.92,18084.00,17533.00,9731.00,6799.00,12003.00,8351.00,
05/10/19-11:00:03:1,1,1032.00,18664.00,8080.94,18110.00,17506.00,9739.00,6804.00,12005.00,8353.00,
05/10/19-11:00:03:1,1,1032.00,18666.00,8080.94,18124.00,17497.00,9738.00,6802.00,12004.00,8348.00,
05/10/19-11:00:03:1,1,1032.00,18665.00,8080.94,18135.00,17493.00,9736.00,6802.00,12007.00,8340.00,
05/10/19-11:00:03:1,1,1031.00,18665.00,8080.94,18142.00,17501.00,9737.00,6798.00,11999.00,8344.00,
05/10/19-11:00:03:1,1,1032.00,18664.00,8080.94,18125.00,17505.00,9737.00,6796.00,12003.00,8344.00,
05/10/19-11:00:03:1,1,1032.00,18665.00,8080.94,18124.00,17491.00,9741.00,6799.00,12002.00,8344.00,
05/10/19-11:00:03:1,1,1031.00,18666.00,8081.45,18140.00,17495.00,9738.00,6796.00,12005.00,8344.00,
05/10/19-11:00:03:218,1,1032.00,18664.00,8079.92,18121.00,17525.00,9732.00,6787.00,12007.00,8380.00,
05/10/19-11:00:03:218,1,1031.00,18664.00,8076.84,18097.00,17543.00,9732.00,6793.00,12007.00,8380.00,
05/10/19-11:00:03:218,1,1031.00,18664.00,8076.84,18075.00,17527.00,9735.00,6798.00,12010.00,8390.00,
05/10/19-11:00:03:218,1,1032.00,18664.00,8076.84,18069.00,17527.00,9735.00,6793.00,12008.00,8383.00,
05/10/19-11:00:03:218,1,1031.00,18665.00,8076.84,18072.00,17555.00,9731.00,6790.00,12000.00,8358.00,
05/10/19-11:00:03:218,1,1032.00,18665.00,8080.94,18088.00,17562.00,9730.00,6797.00,11993.00,8339.00,
05/10/19-11:00:03:218,1,1032.00,18667.00,8080.94,18097.00,17530.00,9735.00,6794.00,11996.00,8332.00,
05/10/19-11:00:03:218,1,1031.00,18665.00,8080.94,18107.00,17493.00,9739.00,6794.00,11997.00,8330.00,
05/10/19-11:00:03:218,1,1030.00,18664.00,8080.94,18141.00,17496.00,9738.00,6791.00,12005.00,8328.00,
05/10/19-11:00:03:218,1,1032.00,18666.00,8081.45,18175.00,17518.00,9735.00,6793.00,12000.00,8328.00,
05/10/19-11:00:03:218,1,1032.00,18665.00,8080.94,18161.00,17500.00,9735.00,6794.00,11996.00,8328.00,
05/10/19-11:00:03:218,1,1032.00,18665.00,8081.45,18125.00,17463.00,9740.00,6798.00,11997.00,8328.00,
05/10/19-11:00:03:218,1,1032.00,18664.00,8080.94,18121.00,17472.00,9740.00,6789.00,11995.00,8328.00,
05/10/19-11:00:03:435,1,1032.00,18664.00,8080.43,18104.00,17523.00,9736.00,6789.00,11997.00,8350.00,
05/10/19-11:00:03:435,1,1032.00,18665.00,8077.35,18070.00,17539.00,9730.00,6790.00,11991.00,8346.00,
05/10/19-11:00:03:435,1,1032.00,18664.00,8076.84,18045.00,17517.00,9734.00,6795.00,11995.00,8343.00,
05/10/19-11:00:03:435,1,1032.00,18666.00,8076.84,18056.00,17503.00,9740.00,6793.00,11997.00,8339.00,
05/10/19-11:00:03:435,1,1032.00,18665.00,8077.35,18098.00,17530.00,9737.00,6790.00,11995.00,8334.00,
05/10/19-11:00:03:435,1,1032.00,18664.00,8080.94,18124.00,17541.00,9731.00,6788.00,11998.00,8324.00,
05/10/19-11:00:03:435,1,1032.00,18665.00,8080.94,18140.00,17522.00,9734.00,6791.00,12001.00,8322.00,
05/10/19-11:00:03:435,1,1032.00,18667.00,8080.94,18143.00,17502.00,9737.00,6793.00,12002.00,8321.00,
05/10/19-11:00:03:435,1,1032.00,18665.00,8080.94,18157.00,17512.00,9737.00,6783.00,11998.00,8318.00,
05/10/19-11:00:03:435,1,1032.00,18666.00,8080.94,18160.00,17529.00,9731.00,6785.00,11995.00,8321.00,
05/10/19-11:00:03:435,1,1031.00,18664.00,8080.94,18127.00,17520.00,9732.00,6779.00,11993.00,8321.00,
05/10/19-11:00:03:435,1,1031.00,18666.00,8080.94,18090.00,17508.00,9736.00,6785.00,11992.00,8321.00,
05/10/19-11:00:03:435,1,1032.00,18664.00,8080.94,18084.00,17510.00,9739.00,6788.00,11999.00,8321.00,
05/10/19-11:00:03:652,1,1031.00,18664.00,8079.92,18090.00,17524.00,9732.00,6791.00,12014.00,8358.00,
05/10/19-11:00:03:652,1,1032.00,18664.00,8076.84,18081.00,17533.00,9735.00,6784.00,12006.00,8368.00,
05/10/19-11:00:03:652,1,1031.00,18664.00,8076.84,18085.00,17508.00,9736.00,6776.00,12005.00,8366.00,
05/10/19-11:00:03:652,1,1030.00,18664.00,8076.84,18083.00,17497.00,9737.00,6781.00,12012.00,8359.00,
05/10/19-11:00:03:652,1,1032.00,18666.00,8077.87,18094.00,17513.00,9736.00,6787.00,12006.00,8338.00,
05/10/19-11:00:03:652,1,1031.00,18665.00,8080.43,18120.00,17525.00,9730.00,6786.00,11991.00,8319.00,
05/10/19-11:00:03:652,1,1032.00,18664.00,8080.94,18130.00,17524.00,9736.00,6782.00,11995.00,8313.00,
05/10/19-11:00:03:652,1,1032.00,18666.00,8080.94,18109.00,17506.00,9737.00,6778.00,11996.00,8305.00,
05/10/19-11:00:03:652,1,1032.00,18666.00,8080.94,18124.00,17510.00,9737.00,6780.00,11990.00,8312.00,
05/10/19-11:00:03:652,1,1032.00,18665.00,8081.45,18153.00,17525.00,9734.00,6771.00,11998.00,8303.00,
05/10/19-11:00:03:652,1,1032.00,18664.00,8080.94,18144.00,17533.00,9734.00,6781.00,11999.00,8303.00,
05/10/19-11:00:03:652,1,1031.00,18666.00,8080.94,18125.00,17509.00,9737.00,6773.00,12000.00,8303.00,
05/10/19-11:00:03:652,1,1032.00,18667.00,8081.45,18113.00,17504.00,9736.00,6780.00,11993.00,8303.00,
05/10/19-11:00:03:868,1,1030.00,18665.00,8080.94,18093.00,17527.00,9731.00,6781.00,12002.00,8327.00,
05/10/19-11:00:03:868,1,1032.00,18664.00,8078.38,18094.00,17528.00,9731.00,6776.00,11995.00,8321.00,
05/10/19-11:00:03:868,1,1032.00,18664.00,8077.35,18081.00,17512.00,9734.00,6779.00,12001.00,8330.00,
05/10/19-11:00:03:868,1,1032.00,18664.00,8076.84,18048.00,17507.00,9736.00,6781.00,11993.00,8323.00,
05/10/19-11:00:03:868,1,1032.00,18665.00,8076.84,18060.00,17509.00,9736.00,6784.00,11988.00,8318.00,
05/10/19-11:00:03:868,1,1032.00,18664.00,8080.43,18110.00,17520.00,9731.00,6772.00,11993.00,8298.00,
05/10/19-11:00:03:868,1,1032.00,18664.00,8080.94,18136.00,17507.00,9739.00,6783.00,11997.00,8304.00,
05/10/19-11:00:03:868,1,1032.00,18664.00,8080.94,18145.00,17483.00,9743.00,6781.00,12001.00,8303.00,
05/10/19-11:00:03:868,1,1032.00,18665.00,8080.94,18158.00,17480.00,9736.00,6779.00,11992.00,8307.00,
05/10/19-11:00:03:868,1,1031.00,18666.00,8080.94,18164.00,17520.00,9735.00,6781.00,11992.00,8307.00,
05/10/19-11:00:03:868,1,1031.00,18666.00,8080.94,18145.00,17526.00,9735.00,6777.00,12002.00,8307.00,
05/10/19-11:00:03:868,1,1032.00,18665.00,8081.45,18129.00,17515.00,9738.00,6781.00,11984.00,8307.00,
05/10/19-11:00:03:868,1,1032.00,18665.00,8081.45,18087.00,17525.00,9734.00,6776.00,11993.00,8307.00,
05/10/19-11:00:04:85,1,1032.00,18664.00,8080.94,18062.00,17555.00,9731.00,6780.00,12007.00,8342.00,
05/10/19-11:00:04:85,1,1031.00,18664.00,8076.84,18073.00,17558.00,9731.00,6781.00,12008.00,8355.00,
05/10/19-11:00:04:85,1,1029.00,18664.00,8076.84,18076.00,17533.00,9730.00,6771.00,11998.00,8348.00,
05/10/19-11:00:04:85,1,1032.00,18664.00,8076.84,18082.00,17523.00,9737.00,6778.00,12007.00,8343.00,
05/10/19-11:00:04:85,1,1031.00,18665.00,8077.35,18110.00,17512.00,9734.00,6776.00,12000.00,8325.00,
05/10/19-11:00:04:85,1,1031.00,18664.00,8080.94,18135.00,17509.00,9735.00,6776.00,11992.00,8306.00,
05/10/19-11:00:04:85,1,1032.00,18665.00,8080.94,18144.00,17508.00,9734.00,6773.00,12002.00,8304.00,
05/10/19-11:00:04:85,1,1032.00,18664.00,8080.94,18142.00,17488.00,9740.00,6774.00,11993.00,8301.00,
05/10/19-11:00:04:85,1,1032.00,18666.00,8080.94,18130.00,17488.00,9738.00,6771.00,11994.00,8294.00,
05/10/19-11:00:04:85,1,1032.00,18666.00,8080.94,18107.00,17508.00,9734.00,6757.00,11990.00,8289.00,
05/10/19-11:00:04:85,1,1032.00,18665.00,8080.94,18117.00,17529.00,9736.00,6767.00,11993.00,8289.00,
05/10/19-11:00:04:85,1,1031.00,18665.00,8080.94,18115.00,17509.00,9737.00,6770.00,11995.00,8289.00,
05/10/19-11:00:04:85,1,1032.00,18667.00,8081.45,18088.00,17509.00,9737.00,6781.00,11992.00,8289.00,
05/10/19-11:00:04:302,1,1032.00,18665.00,8080.94,18084.00,17528.00,9732.00,6779.00,11995.00,8314.00,
05/10/19-11:00:04:302,1,1028.00,18664.00,8077.87,18099.00,17537.00,9733.00,6766.00,11984.00,8307.00,
05/10/19-11:00:04:302,1,1031.00,18665.00,8076.84,18104.00,17529.00,9730.00,6772.00,11995.00,8318.00,
05/10/19-11:00:04:302,1,1032.00,18664.00,8076.84,18097.00,17513.00,9736.00,6766.00,11994.00,8313.00,
05/10/19-11:00:04:302,1,1031.00,18664.00,8077.35,18112.00,17509.00,9734.00,6770.00,11995.00,8309.00,
05/10/19-11:00:04:302,1,1032.00,18665.00,8080.94,18098.00,17535.00,9733.00,6772.00,11993.00,8294.00,
05/10/19-11:00:04:302,1,1031.00,18666.00,8080.94,18120.00,17527.00,9730.00,6769.00,11988.00,8299.00,
05/10/19-11:00:04:302,1,1031.00,18665.00,8080.94,18137.00,17502.00,9737.00,6770.00,11990.00,8290.00,
05/10/19-11:00:04:302,1,1032.00,18664.00,8081.97,18134.00,17479.00,9735.00,6762.00,11986.00,8301.00,
05/10/19-11:00:04:302,1,1032.00,18664.00,8081.45,18130.00,17510.00,9741.00,6769.00,11985.00,8286.00,
05/10/19-11:00:04:302,1,1032.00,18664.00,8080.94,18142.00,17520.00,9739.00,6768.00,11992.00,8286.00,
05/10/19-11:00:04:302,1,1032.00,18665.00,8081.45,18111.00,17500.00,9732.00,6773.00,11992.00,8286.00,
05/10/19-11:00:04:302,1,1032.00,18666.00,8081.45,18089.00,17497.00,9737.00,6772.00,11993.00,8286.00,
05/10/19-11:00:04:519,1,1031.00,18665.00,8079.92,18089.00,17518.00,9740.00,6773.00,12009.00,8336.00,
05/10/19-11:00:04:519,1,1032.00,18665.00,8077.35,18073.00,17542.00,9731.00,6767.00,11997.00,8343.00,
05/10/19-11:00:04:519,1,1031.00,18664.00,8076.84,18062.00,17542.00,9732.00,6764.00,12007.00,8339.00,
05/10/19-11:00:04:519,1,1031.00,18664.00,8076.84,18087.00,17520.00,9735.00,6759.00,12006.00,8338.00,
05/10/19-11:00:04:519,1,1032.00,18664.00,8077.87,18125.00,17521.00,9738.00,6766.00,12001.00,8318.00,
05/10/19-11:00:04:519,1,1032.00,18664.00,8080.94,18134.00,17524.00,9732.00,6767.00,11992.00,8283.00,
05/10/19-11:00:04:519,1,1032.00,18666.00,8080.94,18146.00,17521.00,9732.00,6772.00,11992.00,8286.00,
05/10/19-11:00:04:519,1,1031.00,18664.00,8080.94,18168.00,17509.00,9732.00,6763.00,11990.00,8279.00,
05/10/19-11:00:04:519,1,1032.00,18664.00,8081.45,18157.00,17515.00,9738.00,6770.00,11996.00,8288.00,
05/10/19-11:00:04:519,1,1030.00,18666.00,8080.94,18128.00,17521.00,9734.00,6769.00,11993.00,8283.00,
05/10/19-11:00:04:519,1,1032.00,18664.00,8080.94,18096.00,17519.00,9733.00,6769.00,11997.00,8283.00,
05/10/19-11:00:04:519,1,1031.00,18666.00,8081.45,18072.00,17526.00,9735.00,6768.00,11986.00,8283.00,
05/10/19-11:00:04:519,1,1032.00,18665.00,8081.45,18079.00,17526.00,9734.00,6770.00,11981.00,8283.00,
05/10/19-11:00:04:736,1,1031.00,18664.00,8080.94,18084.00,17509.00,9730.00,6762.00,11986.00,8303.00,
05/10/19-11:00:04:736,1,1032.00,18665.00,8077.87,18067.00,17509.00,9733.00,6774.00,11985.00,8304.00,
05/10/19-11:00:04:736,1,1032.00,18666.00,8076.84,18095.00,17520.00,9738.00,6768.00,11982.00,8305.00,
05/10/19-11:00:04:736,1,1031.00,18664.00,8076.84,18123.00,17502.00,9735.00,6767.00,11990.00,8294.00,
05/10/19-11:00:04:736,1,1032.00,18665.00,8078.38,18142.00,17488.00,9735.00,6766.00,11993.00,8296.00,
05/10/19-11:00:04:736,1,1031.00,18665.00,8080.94,18131.00,17499.00,9739.00,6758.00,12001.00,8279.00,
05/10/19-11:00:04:736,1,1031.00,18667.00,8080.94,18141.00,17517.00,9736.00,6770.00,11989.00,8284.00,
05/10/19-11:00:04:736,1,1031.00,18664.00,8080.94,18127.00,17524.00,9737.00,6765.00,11992.00,8278.00,
05/10/19-11:00:04:736,1,1032.00,18664.00,8082.48,18117.00,17514.00,9736.00,6773.00,11993.00,8273.00,
05/10/19-11:00:04:736,1,1032.00,18665.00,8080.94,18116.00,17518.00,9733.00,6771.00,11993.00,8288.00,
05/10/19-11:00:04:736,1,1032.00,18666.00,8081.97,18118.00,17526.00,9733.00,6769.00,11986.00,8288.00,
05/10/19-11:00:04:736,1,1032.00,18665.00,8082.48,18103.00,17530.00,9735.00,6763.00,11994.00,8288.00,
05/10/19-11:00:04:736,1,1032.00,18664.00,8081.45,18102.00,17524.00,9736.00,6765.00,11987.00,8288.00,
05/10/19-11:00:04:953,1,1031.00,18664.00,8080.94,18089.00,17509.00,9732.00,6767.00,12002.00,8319.00,
05/10/19-11:00:04:953,1,1031.00,18664.00,8077.35,18080.00,17523.00,9735.00,6768.00,12006.00,8329.00,
05/10/19-11:00:04:953,1,1032.00,18665.00,8076.84,18078.00,17530.00,9733.00,6766.00,12003.00,8333.00,
05/10/19-11:00:04:953,1,1032.00,18664.00,8076.84,18095.00,17516.00,9736.00,6770.00,11998.00,8328.00,
05/10/19-11:00:04:953,1,1032.00,18665.00,8077.35,18105.00,17496.00,9732.00,6760.00,11999.00,8303.00,
05/10/19-11:00:04:953,1,1029.00,18664.00,8080.94,18120.00,17513.00,9742.00,6770.00,11986.00,8274.00,
05/10/19-11:00:04:953,1,1032.00,18665.00,8080.94,18137.00,17508.00,9733.00,6763.00,11984.00,8280.00,
05/10/19-11:00:04:953,1,1032.00,18664.00,8080.94,18136.00,17506.00,9740.00,6767.00,11992.00,8280.00,
05/10/19-11:00:04:953,1,1032.00,18664.00,8080.94,18135.00,17507.00,9734.00,6761.00,11997.00,8274.00,
05/10/19-11:00:04:953,1,1030.00,18664.00,8081.45,18143.00,17502.00,9735.00,6764.00,11992.00,8278.00,
05/10/19-11:00:04:953,1,1030.00,18665.00,8080.94,18116.00,17533.00,9735.00,6764.00,11987.00,8278.00,
05/10/19-11:00:04:953,1,1031.00,18666.00,8081.97,18088.00,17536.00,9733.00,6762.00,11986.00,8278.00,
05/10/19-11:00:04:953,1,1032.00,18664.00,8081.97,18073.00,17538.00,9731.00,6774.00,11985.00,8278.00,
05/10/19-11:00:05:170,1,1032.00,18664.00,8080.94,18082.00,17524.00,9732.00,6771.00,12002.00,8287.00,
05/10/19-11:00:05:170,1,1031.00,18665.00,8077.87,18081.00,17533.00,9735.00,6762.00,11988.00,8292.00,
05/10/19-11:00:05:170,1,1032.00,18664.00,8076.84,18100.00,17524.00,9734.00,6762.00,11988.00,8284.00,
05/10/19-11:00:05:170,1,1031.00,18664.00,8076.84,18110.00,17510.00,9734.00,6757.00,11989.00,8292.00,
05/10/19-11:00:05:170,1,1031.00,18665.00,8077.35,18122.00,17497.00,9735.00,6768.00,11988.00,8286.00,
05/10/19-11:00:05:170,1,1029.00,18665.00,8080.94,18151.00,17487.00,9738.00,6763.00,11998.00,8272.00,
05/10/19-11:00:05:170,1,1032.00,18665.00,8080.94,18155.00,17500.00,9736.00,6760.00,11990.00,8277.00,
05/10/19-11:00:05:170,1,1032.00,18667.00,8080.94,18131.00,17501.00,9732.00,6770.00,12001.00,8273.00,
05/10/19-11:00:05:170,1,1031.00,18664.00,8081.97,18106.00,17500.00,9738.00,6761.00,11996.00,8272.00,
05/10/19-11:00:05:170,1,1032.00,18664.00,8082.48,18107.00,17507.00,9734.00,6768.00,11989.00,8273.00,
05/10/19-11:00:05:170,1,1032.00,18664.00,8080.94,18094.00,17525.00,9735.00,6762.00,11996.00,8273.00,
05/10/19-11:00:05:170,1,1032.00,18665.00,8080.94,18092.00,17527.00,9732.00,6770.00,11981.00,8273.00,
