Calibration
Channel,Gain,Offset,Zero
0,1,0,0
1,1,0,0
2,0.51249,0,0
3,1,0,0
4,1,0,0
5,1,0,0
6,1,0,0
7,1,0,0
8,1,0,0
mm/dd/yy-hh:mm:ss:ms,Sch,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
05/10/19-11:10:00:233,2,1032.00,18392.00,8074.28,18653.00,17286.00,10312.00,6591.00,11843.00,8248.00,
05/10/19-11:10:00:233,2,1032.00,18392.00,8072.74,17863.00,17774.00,10000.00,6609.00,11826.00,8261.00,
05/10/19-11:10:00:233,2,1032.00,18392.00,8072.74,18375.00,17419.00,9916.00,6603.00,11825.00,8267.00,
05/10/19-11:10:00:233,2,1032.00,18392.00,8073.25,18244.00,17167.00,9937.00,6599.00,11824.00,8244.00,
05/10/19-11:10:00:233,2,1032.00,18392.00,8076.84,17993.00,17771.00,9882.00,6603.00,11813.00,8226.00,
05/10/19-11:10:00:233,2,1032.00,18392.00,8076.84,17943.00,17868.00,9728.00,6615.00,11811.00,8214.00,
05/10/19-11:10:00:233,2,1032.00,18392.00,8076.84,18571.00,16127.00,9824.00,6608.00,11819.00,8205.00,
05/10/19-11:10:00:233,2,1032.00,18392.00,8077.35,18461.00,17500.00,9628.00,6605.00,11823.00,8204.00,
05/10/19-11:10:00:233,2,1032.00,18392.00,8076.84,18292.00,17547.00,9598.00,6603.00,11817.00,8208.00,
05/10/19-11:10:00:233,2,1032.00,18392.00,8077.87,17735.00,17128.00,9501.00,6610.00,11813.00,8208.00,
05/10/19-11:10:00:233,2,1032.00,18392.00,8077.35,17927.00,17330.00,9408.00,6592.00,11821.00,8208.00,
05/10/19-11:10:00:233,2,1032.00,18392.00,8076.84,18583.00,18753.00,9599.00,6607.00,11815.00,8208.00,
05/10/19-11:10:59:831,2,1032.00,18392.00,8076.84,18769.00,19813.00,9244.00,6613.00,11816.00,8282.00,
05/10/19-11:10:59:831,2,1032.00,18392.00,8076.84,17943.00,18147.00,9132.00,6602.00,11828.00,8283.00,
05/10/19-11:10:59:831,2,1032.00,18400.00,8079.92,18217.00,17424.00,9634.00,6620.00,11818.00,8236.00,
05/10/19-11:10:59:831,2,1032.00,18408.00,8080.94,18130.00,17518.00,9741.00,6617.00,11812.00,8227.00,
05/10/19-11:10:59:831,2,1032.00,18406.00,8080.94,18100.00,17538.00,9737.00,6615.00,11813.00,8229.00,
05/10/19-11:10:59:831,2,1032.00,18408.00,8080.94,18135.00,17518.00,9740.00,6621.00,11818.00,8224.00,
05/10/19-11:10:59:831,2,1032.00,18407.00,8080.94,18093.00,17530.00,9740.00,6624.00,11810.00,8224.00,
05/10/19-11:10:59:831,2,1032.00,18407.00,8080.94,18135.00,17518.00,9737.00,6631.00,11818.00,8221.00,
05/10/19-11:10:59:831,2,1032.00,18406.00,8080.94,18102.00,17533.00,9735.00,6622.00,11817.00,8227.00,
05/10/19-11:10:59:831,2,1032.00,18406.00,8080.94,18130.00,17516.00,9738.00,6623.00,11819.00,8229.00,
05/10/19-11:10:59:831,2,1032.00,18407.00,8080.94,18099.00,17526.00,9738.00,6627.00,11818.00,8229.00,
05/10/19-11:10:59:831,2,1032.00,18406.00,8080.94,18137.00,17520.00,9740.00,6628.00,11817.00,8229.00,
05/10/19-11:10:59:831,2,1032.00,18408.00,8080.94,18098.00,17530.00,9738.00,6625.00,11824.00,8229.00,
05/10/19-11:11:59:831,2,1032.00,18408.00,8077.35,18125.00,17507.00,9740.00,6621.00,11829.00,8273.00,
05/10/19-11:11:59:831,2,1032.00,18408.00,8080.43,18102.00,17529.00,9734.00,6624.00,11823.00,8224.00,
05/10/19-11:11:59:831,2,898.00,16171.00,6549.62,13847.00,20664.00,14867.00,5955.00,10373.00,7340.00,
05/10/19-11:11:59:831,2,1032.00,18480.00,7993.31,15652.00,24729.00,18185.00,6804.00,11878.00,8443.00,
05/10/19-11:11:59:831,2,1032.00,18481.00,8073.25,15652.00,24737.00,18156.00,6801.00,11868.00,8437.00,
05/10/19-11:11:59:831,2,1032.00,18480.00,8076.84,15691.00,24731.00,18207.00,6794.00,11866.00,8438.00,
05/10/19-11:11:59:831,2,1032.00,18480.00,8076.84,15731.00,24696.00,18255.00,6782.00,11860.00,8424.00,
05/10/19-11:11:59:831,2,1032.00,18480.00,8076.84,15597.00,24666.00,18189.00,6784.00,11854.00,8407.00,
05/10/19-11:11:59:831,2,1032.00,18480.00,8077.35,15531.00,24658.00,18216.00,6763.00,11856.00,8407.00,
05/10/19-11:11:59:831,2,1032.00,18480.00,8076.84,15647.00,24648.00,18226.00,6760.00,11845.00,8392.00,
05/10/19-11:11:59:831,2,1032.00,18480.00,8077.35,15586.00,24673.00,18216.00,6755.00,11859.00,8392.00,
05/10/19-11:11:59:831,2,1032.00,18481.00,8077.35,15384.00,24664.00,18041.00,6739.00,11849.00,8392.00,
05/10/19-11:11:59:831,2,1032.00,18480.00,8077.87,15552.00,24835.00,18041.00,6750.00,11842.00,8392.00,
05/10/19-11:12:59:831,2,1032.00,18480.00,8074.28,15870.00,24558.00,18479.00,6747.00,11843.00,8388.00,
05/10/19-11:12:59:831,2,1032.00,18480.00,8076.84,15325.00,24596.00,18605.00,6731.00,11841.00,8363.00,
05/10/19-11:12:59:831,2,898.00,16236.00,6524.51,13527.00,16535.00,9630.00,5986.00,10381.00,7407.00,
05/10/19-11:12:59:831,2,1032.00,18552.00,7989.72,18164.00,17950.00,9742.00,6783.00,11890.00,8501.00,
05/10/19-11:12:59:831,2,1032.00,18552.00,8071.21,18096.00,17972.00,9734.00,6777.00,11883.00,8468.00,
05/10/19-11:12:59:831,2,1032.00,18552.00,8075.30,18061.00,18003.00,9734.00,6768.00,11874.00,8480.00,
05/10/19-11:12:59:831,2,1032.00,18552.00,8076.84,18143.00,17948.00,9747.00,6757.00,11873.00,8475.00,
05/10/19-11:12:59:831,2,1032.00,18552.00,8076.84,18151.00,17944.00,9741.00,6744.00,11866.00,8464.00,
05/10/19-11:12:59:831,2,1032.00,18552.00,8076.84,18006.00,18032.00,9727.00,6740.00,11850.00,8461.00,
05/10/19-11:12:59:831,2,1032.00,18552.00,8076.84,18145.00,17940.00,9744.00,6725.00,11862.00,8447.00,
05/10/19-11:12:59:831,2,1032.00,18552.00,8076.84,18196.00,17948.00,9747.00,6717.00,11859.00,8447.00,
05/10/19-11:12:59:831,2,1032.00,18552.00,8076.84,18026.00,18019.00,9727.00,6713.00,11859.00,8447.00,
05/10/19-11:12:59:831,2,1032.00,18552.00,8076.84,18061.00,17989.00,9730.00,6715.00,11856.00,8447.00,
05/10/19-11:13:59:830,2,1032.00,18552.00,8073.25,18162.00,18012.00,9741.00,6698.00,11871.00,8470.00,
05/10/19-11:13:59:830,2,1032.00,18552.00,8075.82,18117.00,17933.00,9738.00,6698.00,11846.00,8415.00,
05/10/19-11:13:59:830,2,897.00,16286.00,6500.42,14792.00,15096.00,8481.00,6061.00,10407.00,7395.00,
05/10/19-11:13:59:830,2,1032.00,18598.00,7988.18,18097.00,17159.00,9264.00,6854.00,11965.00,8420.00,
05/10/19-11:13:59:830,2,1032.00,18597.00,8070.18,16335.00,14474.00,9431.00,6844.00,11915.00,8471.00,
05/10/19-11:13:59:830,2,1032.00,18597.00,8073.25,17414.00,18017.00,9658.00,6815.00,11902.00,8484.00,
05/10/19-11:13:59:830,2,1032.00,18598.00,8074.79,17636.00,17851.00,9679.00,6833.00,11906.00,8436.00,
05/10/19-11:13:59:830,2,1032.00,18597.00,8074.28,16296.00,17567.00,9984.00,6871.00,11899.00,8373.00,
05/10/19-11:13:59:830,2,1032.00,18600.00,8076.33,17890.00,16290.00,9989.00,6788.00,11948.00,8390.00,
05/10/19-11:13:59:830,2,1032.00,18599.00,8076.33,18239.00,18412.00,9799.00,6774.00,11885.00,8442.00,
05/10/19-11:13:59:830,2,1032.00,18597.00,8076.33,17325.00,17451.00,9721.00,6787.00,11894.00,8442.00,
05/10/19-11:13:59:830,2,1032.00,18599.00,8076.33,17477.00,17276.00,9695.00,6807.00,11896.00,8442.00,
05/10/19-11:13:59:830,2,1032.00,18599.00,8076.33,17268.00,17326.00,9816.00,6832.00,11889.00,8442.00,
05/10/19-11:14:59:830,2,1032.00,18595.00,8072.74,17584.00,17260.00,9342.00,6737.00,11951.00,8397.00,
05/10/19-11:14:59:830,2,1032.00,18596.00,8075.30,18815.00,18884.00,9435.00,6763.00,11864.00,8431.00,
05/10/19-11:14:59:830,2,897.00,16316.00,6476.85,15559.00,16041.00,8555.00,6128.00,10419.00,7420.00,
05/10/19-11:14:59:830,2,1032.00,18624.00,7985.62,17808.00,18455.00,9759.00,6869.00,11943.00,8524.00,
05/10/19-11:14:59:830,2,1032.00,18620.00,8070.69,17619.00,18723.00,9867.00,6865.00,11931.00,8513.00,
05/10/19-11:14:59:830,2,1032.00,18622.00,8072.74,17162.00,17801.00,9791.00,6884.00,11908.00,8487.00,
05/10/19-11:14:59:830,2,1032.00,18622.00,8073.77,18060.00,18046.00,9742.00,6837.00,11913.00,8505.00,
05/10/19-11:14:59:830,2,1032.00,18622.00,8073.77,18146.00,18172.00,9747.00,6839.00,11902.00,8504.00,
05/10/19-11:14:59:830,2,1032.00,18621.00,8074.79,17826.00,18103.00,9725.00,6846.00,11898.00,8477.00,
05/10/19-11:14:59:830,2,1032.00,18624.00,8075.30,17790.00,18141.00,9719.00,6834.00,11894.00,8479.00,
05/10/19-11:14:59:830,2,1032.00,18623.00,8074.79,18055.00,18095.00,9750.00,6835.00,11910.00,8479.00,
05/10/19-11:14:59:830,2,1032.00,18624.00,8075.82,18030.00,18126.00,9746.00,6811.00,11946.00,8479.00,
05/10/19-11:14:59:830,2,1032.00,18619.00,8076.33,17146.00,17671.00,9719.00,6820.00,11932.00,8479.00,
05/10/19-11:15:59:830,2,1032.00,18621.00,8070.69,18042.00,18296.00,9735.00,6802.00,11927.00,8489.00,
05/10/19-11:15:59:830,2,1032.00,18623.00,8073.77,17658.00,18668.00,9819.00,6792.00,11897.00,8464.00,
05/10/19-11:15:59:830,2,896.00,16335.00,6455.84,16004.00,15491.00,8517.00,6185.00,10426.00,7434.00,
05/10/19-11:15:59:830,2,1032.00,18632.00,7984.59,18175.00,18261.00,9776.00,6861.00,11943.00,8521.00,
05/10/19-11:15:59:830,2,1032.00,18632.00,8069.67,17348.00,18077.00,9699.00,6902.00,11919.00,8492.00,
05/10/19-11:15:59:830,2,1032.00,18632.00,8072.74,17586.00,18140.00,9722.00,6871.00,11917.00,8484.00,
05/10/19-11:15:59:830,2,1032.00,18632.00,8072.74,18265.00,18214.00,9776.00,6824.00,11925.00,8487.00,
05/10/19-11:15:59:830,2,1032.00,18632.00,8072.74,17761.00,18205.00,9736.00,6840.00,11914.00,8469.00,
05/10/19-11:15:59:830,2,1032.00,18632.00,8073.77,17368.00,18171.00,9708.00,6848.00,11896.00,8456.00,
05/10/19-11:15:59:830,2,1032.00,18632.00,8074.28,17956.00,18070.00,9747.00,6825.00,11915.00,8455.00,
05/10/19-11:15:59:830,2,1032.00,18632.00,8074.28,18100.00,18274.00,9764.00,6805.00,11914.00,8455.00,
05/10/19-11:15:59:830,2,1032.00,18632.00,8073.25,17529.00,18180.00,9713.00,6831.00,11903.00,8455.00,
05/10/19-11:15:59:830,2,1032.00,18632.00,8075.82,17594.00,18060.00,9721.00,6827.00,11905.00,8455.00,
05/10/19-11:16:59:830,2,1032.00,18632.00,8070.18,18097.00,18220.00,9765.00,6796.00,11914.00,8463.00,
05/10/19-11:16:59:830,2,1032.00,18632.00,8073.25,17839.00,18263.00,9742.00,6801.00,11898.00,8427.00,
05/10/19-11:16:59:830,2,896.00,16353.00,6431.75,15504.00,14099.00,8514.00,6295.00,10407.00,7405.00,
05/10/19-11:16:59:830,2,1032.00,18640.00,7983.57,17782.00,18171.00,9737.00,6868.00,11913.00,8489.00,
05/10/19-11:16:59:830,2,1032.00,18640.00,8068.64,17789.00,18169.00,9736.00,6857.00,11921.00,8468.00,
05/10/19-11:16:59:830,2,1032.00,18640.00,8072.74,17785.00,18171.00,9736.00,6856.00,11904.00,8465.00,
05/10/19-11:16:59:830,2,1032.00,18640.00,8072.74,17782.00,18164.00,9736.00,6836.00,11904.00,8460.00,
05/10/19-11:16:59:830,2,1032.00,18640.00,8072.74,17786.00,18171.00,9738.00,6832.00,11900.00,8451.00,
05/10/19-11:16:59:830,2,1032.00,18640.00,8073.25,17784.00,18166.00,9737.00,6827.00,11896.00,8442.00,
05/10/19-11:16:59:830,2,1032.00,18640.00,8072.74,17781.00,18170.00,9735.00,6815.00,11892.00,8428.00,
05/10/19-11:16:59:830,2,1032.00,18640.00,8073.25,17785.00,18169.00,9737.00,6812.00,11894.00,8428.00,
05/10/19-11:16:59:830,2,1032.00,18640.00,8073.25,17789.00,18166.00,9738.00,6808.00,11891.00,8428.00,
05/10/19-11:16:59:830,2,1032.00,18640.00,8072.74,17782.00,18172.00,9735.00,6811.00,11886.00,8428.00,
05/10/19-11:17:59:829,2,1032.00,18639.00,8069.16,17776.00,18169.00,9735.00,6799.00,11895.00,8453.00,
05/10/19-11:17:59:829,2,1032.00,18639.00,8072.74,17789.00,18161.00,9734.00,6799.00,11889.00,8407.00,
05/10/19-11:17:59:829,2,895.00,16408.00,6407.66,15631.00,15952.00,8519.00,6388.00,10398.00,7387.00,
05/10/19-11:17:59:829,2,1032.00,18648.00,7982.03,17796.00,18176.00,9738.00,6859.00,11902.00,8478.00,
05/10/19-11:17:59:829,2,1032.00,18648.00,8068.64,17779.00,18172.00,9739.00,6854.00,11901.00,8457.00,
05/10/19-11:17:59:829,2,1032.00,18648.00,8072.74,17784.00,18170.00,9737.00,6837.00,11893.00,8456.00,
05/10/19-11:17:59:829,2,1032.00,18648.00,8072.74,17803.00,18172.00,9738.00,6829.00,11896.00,8440.00,
05/10/19-11:17:59:829,2,1032.00,18648.00,8072.74,17791.00,18170.00,9736.00,6828.00,11890.00,8433.00,
05/10/19-11:17:59:829,2,1032.00,18648.00,8072.74,17773.00,18164.00,9738.00,6816.00,11881.00,8424.00,
05/10/19-11:17:59:829,2,1032.00,18647.00,8072.74,17789.00,18176.00,9739.00,6805.00,11876.00,8419.00,
05/10/19-11:17:59:829,2,1032.00,18648.00,8072.74,17798.00,18167.00,9739.00,6792.00,11881.00,8419.00,
05/10/19-11:17:59:829,2,1032.00,18648.00,8072.74,17777.00,18172.00,9737.00,6791.00,11873.00,8419.00,
05/10/19-11:17:59:829,2,1032.00,18648.00,8073.25,17776.00,18174.00,9741.00,6792.00,11877.00,8419.00,
05/10/19-11:18:59:829,2,1032.00,18648.00,8069.16,17802.00,18160.00,9737.00,6778.00,11877.00,8405.00,
05/10/19-11:18:59:829,2,1032.00,18648.00,8072.74,17785.00,18179.00,9735.00,6787.00,11875.00,8395.00,
05/10/19-11:18:59:829,2,894.00,17034.00,6383.58,15625.00,15901.00,8516.00,6535.00,10390.00,7375.00,
05/10/19-11:18:59:829,2,1032.00,18657.00,7979.98,17794.00,18175.00,9739.00,6856.00,11881.00,8453.00,
05/10/19-11:18:59:829,2,1032.00,18658.00,8068.13,17778.00,18165.00,9739.00,6839.00,11875.00,8452.00,
05/10/19-11:18:59:829,2,1032.00,18659.00,8072.23,17774.00,18157.00,9732.00,6832.00,11877.00,8431.00,
05/10/19-11:18:59:829,2,1032.00,18657.00,8072.74,17797.00,18173.00,9736.00,6821.00,11865.00,8423.00,
05/10/19-11:18:59:829,2,1032.00,18656.00,8072.74,17789.00,18168.00,9734.00,6816.00,11868.00,8422.00,
05/10/19-11:18:59:829,2,1032.00,18657.00,8072.74,17782.00,18168.00,9735.00,6813.00,11864.00,8406.00,
05/10/19-11:18:59:829,2,1032.00,18658.00,8072.74,17788.00,18182.00,9737.00,6799.00,11869.00,8394.00,
05/10/19-11:18:59:829,2,1032.00,18657.00,8072.74,17795.00,18163.00,9736.00,6789.00,11859.00,8394.00,
05/10/19-11:18:59:829,2,1032.00,18657.00,8072.74,17776.00,18175.00,9737.00,6802.00,11859.00,8394.00,
05/10/19-11:18:59:829,2,1032.00,18656.00,8072.74,17782.00,18167.00,9736.00,6798.00,11855.00,8394.00,
05/10/19-11:19:59:829,2,1032.00,18656.00,8069.16,17791.00,18165.00,9737.00,6785.00,11860.00,8417.00,
05/10/19-11:19:59:829,2,1032.00,18658.00,8072.23,17792.00,18175.00,9735.00,6772.00,11857.00,8373.00,
05/10/19-11:19:59:829,2,893.00,17083.00,6358.98,15618.00,15912.00,8478.00,6721.00,10394.00,7355.00,
05/10/19-11:19:59:829,2,1032.00,18672.00,7978.96,17792.00,18168.00,9740.00,6856.00,11872.00,8448.00,
05/10/19-11:19:59:829,2,1032.00,18672.00,8067.11,17788.00,18175.00,9738.00,6848.00,11873.00,8441.00,
05/10/19-11:19:59:829,2,1032.00,18671.00,8070.18,17777.00,18170.00,9735.00,6830.00,11861.00,8432.00,
05/10/19-11:19:59:829,2,1032.00,18672.00,8072.74,17788.00,18172.00,9738.00,6826.00,11859.00,8425.00,
05/10/19-11:19:59:829,2,1032.00,18671.00,8072.74,17795.00,18172.00,9738.00,6822.00,11854.00,8408.00,
05/10/19-11:19:59:829,2,1032.00,18672.00,8072.74,17788.00,18174.00,9736.00,6812.00,11851.00,8408.00,
05/10/19-11:19:59:829,2,1032.00,18672.00,8072.74,17785.00,18165.00,9739.00,6800.00,11850.00,8396.00,
05/10/19-11:19:59:829,2,1032.00,18672.00,8072.74,17789.00,18181.00,9736.00,6797.00,11855.00,8396.00,
05/10/19-11:19:59:829,2,1032.00,18672.00,8072.74,17790.00,18171.00,9738.00,6784.00,11847.00,8396.00,
05/10/19-11:19:59:829,2,1032.00,18672.00,8072.74,17784.00,18167.00,9739.00,6779.00,11844.00,8396.00,
05/10/19-11:20:59:829,2,1032.00,18672.00,8069.16,17790.00,18171.00,9739.00,6773.00,11854.00,8394.00,
05/10/19-11:20:59:829,2,1032.00,18672.00,8072.23,17792.00,18175.00,9737.00,6777.00,11836.00,8375.00,
05/10/19-11:20:59:829,2,892.00,17072.00,6333.86,15625.00,15929.00,7972.00,6889.00,10411.00,7360.00,
05/10/19-11:20:59:829,2,1032.00,18681.00,7975.88,17788.00,18175.00,9738.00,6854.00,11875.00,8450.00,
05/10/19-11:20:59:829,2,1032.00,18682.00,8067.11,17783.00,18172.00,9735.00,6843.00,11874.00,8434.00,
05/10/19-11:20:59:829,2,1032.00,18681.00,8068.64,17788.00,18171.00,9736.00,6833.00,11876.00,8435.00,
05/10/19-11:20:59:829,2,1032.00,18682.00,8072.23,17780.00,18168.00,9739.00,6825.00,11863.00,8415.00,
05/10/19-11:20:59:829,2,1032.00,18681.00,8072.23,17795.00,18176.00,9739.00,6814.00,11858.00,8415.00,
05/10/19-11:20:59:829,2,1032.00,18682.00,8072.74,17789.00,18168.00,9741.00,6815.00,11857.00,8406.00,
05/10/19-11:20:59:829,2,1032.00,18684.00,8072.74,17786.00,18165.00,9737.00,6805.00,11856.00,8398.00,
05/10/19-11:20:59:829,2,1032.00,18683.00,8072.74,17779.00,18172.00,9733.00,6790.00,11859.00,8398.00,
05/10/19-11:20:59:829,2,1032.00,18681.00,8072.74,17790.00,18170.00,9737.00,6788.00,11854.00,8398.00,
05/10/19-11:20:59:829,2,1032.00,18683.00,8072.74,17791.00,18169.00,9732.00,6798.00,11854.00,8398.00,
05/10/19-11:21:59:828,2,1032.00,18680.00,8068.64,17785.00,18174.00,9734.00,6781.00,11857.00,8425.00,
05/10/19-11:21:59:828,2,1032.00,18682.00,8072.23,17787.00,18169.00,9739.00,6776.00,11849.00,8362.00,
05/10/19-11:21:59:828,2,891.00,17060.00,6309.26,15616.00,15962.00,8626.00,7020.00,10444.00,7374.00,
05/10/19-11:21:59:828,2,1032.00,18696.00,7973.83,17776.00,18173.00,9737.00,6857.00,11869.00,8443.00,
05/10/19-11:21:59:828,2,1032.00,18695.00,8066.59,17789.00,18167.00,9740.00,6841.00,11867.00,8436.00,
05/10/19-11:21:59:828,2,1032.00,18696.00,8068.64,17787.00,18168.00,9739.00,6834.00,11863.00,8421.00,
05/10/19-11:21:59:828,2,1032.00,18696.00,8072.74,17779.00,18175.00,9737.00,6821.00,11855.00,8422.00,
05/10/19-11:21:59:828,2,1032.00,18696.00,8072.23,17784.00,18163.00,9736.00,6815.00,11846.00,8407.00,
05/10/19-11:21:59:828,2,1032.00,18695.00,8072.23,17787.00,18173.00,9737.00,6812.00,11851.00,8405.00,
05/10/19-11:21:59:828,2,1032.00,18696.00,8072.74,17781.00,18180.00,9737.00,6801.00,11840.00,8393.00,
05/10/19-11:21:59:828,2,1032.00,18695.00,8072.74,17780.00,18162.00,9738.00,6797.00,11849.00,8393.00,
05/10/19-11:21:59:828,2,1032.00,18696.00,8072.74,17791.00,18174.00,9735.00,6802.00,11843.00,8393.00,
05/10/19-11:21:59:828,2,1032.00,18695.00,8072.74,17789.00,18177.00,9733.00,6786.00,11840.00,8393.00,
