Calibration
Channel,Gain,Offset,Zero
0,1,0,0
1,1,0,0
2,0.51249,0,0
3,1,0,0
4,1,0,0
5,1,0,0
6,1,0,0
7,1,0,0
8,1,0,0
mm/dd/yy-hh:mm:ss:ms,Sch,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
05/10/19-11:50:01:261,5,1032.00,18795.00,8052.24,17785.00,17286.00,24949.00,6934.00,11946.00,8489.00,
05/10/19-11:50:01:261,5,1032.00,18793.00,8052.24,17934.00,17341.00,24944.00,6943.00,11948.00,8489.00,
05/10/19-11:50:01:261,5,1032.00,18794.00,8052.24,18082.00,17355.00,24936.00,6926.00,11944.00,8489.00,
05/10/19-11:50:01:261,5,1032.00,18793.00,8052.24,17963.00,17325.00,24939.00,6931.00,11944.00,8489.00,
05/10/19-11:50:01:478,5,1032.00,18792.00,8051.22,17742.00,17338.00,24950.00,6930.00,11950.00,8504.00,
05/10/19-11:50:01:478,5,1033.00,18792.00,8048.66,17847.00,17336.00,24947.00,6926.00,11942.00,8498.00,
05/10/19-11:50:01:478,5,1032.00,18793.00,8048.14,18072.00,17328.00,24935.00,6927.00,11952.00,8504.00,
05/10/19-11:50:01:478,5,1032.00,18792.00,8048.14,18011.00,17351.00,24938.00,6928.00,11949.00,8500.00,
05/10/19-11:50:01:478,5,1032.00,18793.00,8048.14,17790.00,17324.00,24949.00,6931.00,11939.00,8491.00,
05/10/19-11:50:01:478,5,1032.00,18795.00,8051.22,17834.00,17299.00,24946.00,6926.00,11951.00,8481.00,
05/10/19-11:50:01:478,5,1032.00,18793.00,8052.24,18058.00,17348.00,24935.00,6923.00,11941.00,8486.00,
05/10/19-11:50:01:478,5,1032.00,18795.00,8052.24,18075.00,17354.00,24936.00,6919.00,11947.00,8491.00,
05/10/19-11:50:01:478,5,1032.00,18792.00,8052.24,17869.00,17309.00,24947.00,6918.00,11945.00,8481.00,
05/10/19-11:50:01:478,5,1032.00,18793.00,8052.24,17822.00,17340.00,24946.00,6926.00,11948.00,8485.00,
05/10/19-11:50:01:478,5,1032.00,18793.00,8052.24,18027.00,17325.00,24937.00,6926.00,11941.00,8485.00,
05/10/19-11:50:01:478,5,1032.00,18794.00,8052.24,18075.00,17325.00,24936.00,6924.00,11948.00,8485.00,
05/10/19-11:50:01:478,5,1032.00,18795.00,8052.24,17907.00,17348.00,24943.00,6928.00,11941.00,8485.00,
05/10/19-11:50:01:695,5,1032.00,18793.00,8051.73,17818.00,17328.00,24948.00,6918.00,11950.00,8517.00,
05/10/19-11:50:01:695,5,1032.00,18792.00,8048.14,17923.00,17322.00,24941.00,6920.00,11958.00,8521.00,
05/10/19-11:50:01:695,5,1032.00,18792.00,8048.14,18043.00,17337.00,24935.00,6926.00,11953.00,8527.00,
05/10/19-11:50:01:695,5,1032.00,18793.00,8048.14,17931.00,17331.00,24941.00,6917.00,11954.00,8524.00,
05/10/19-11:50:01:695,5,1032.00,18794.00,8048.14,17816.00,17320.00,24949.00,6926.00,11945.00,8500.00,
05/10/19-11:50:01:695,5,1032.00,18792.00,8051.22,17857.00,17345.00,24944.00,6924.00,11945.00,8474.00,
05/10/19-11:50:01:695,5,1033.00,18793.00,8052.24,18018.00,17329.00,24938.00,6913.00,11940.00,8471.00,
05/10/19-11:50:01:695,5,1032.00,18793.00,8052.24,17996.00,17330.00,24939.00,6920.00,11950.00,8469.00,
05/10/19-11:50:01:695,5,1032.00,18793.00,8052.24,17865.00,17343.00,24944.00,6918.00,11941.00,8468.00,
05/10/19-11:50:01:695,5,1032.00,18793.00,8052.24,17855.00,17329.00,24945.00,6927.00,11944.00,8464.00,
05/10/19-11:50:01:695,5,1032.00,18793.00,8052.24,18014.00,17334.00,24938.00,6911.00,11945.00,8464.00,
05/10/19-11:50:01:695,5,1032.00,18793.00,8052.24,18040.00,17350.00,24935.00,6918.00,11944.00,8464.00,
05/10/19-11:50:01:695,5,1032.00,18792.00,8052.24,17921.00,17314.00,24941.00,6920.00,11946.00,8464.00,
05/10/19-11:50:01:912,5,1032.00,18792.00,8051.22,17842.00,17330.00,24944.00,6914.00,11947.00,8485.00,
05/10/19-11:50:01:912,5,1032.00,18792.00,8048.14,17969.00,17349.00,24939.00,6917.00,11940.00,8481.00,
05/10/19-11:50:01:912,5,1032.00,18793.00,8048.14,18056.00,17319.00,24934.00,6917.00,11948.00,8491.00,
05/10/19-11:50:01:912,5,1032.00,18792.00,8048.14,17932.00,17332.00,24940.00,6919.00,11947.00,8482.00,
05/10/19-11:50:01:912,5,1032.00,18792.00,8048.66,17809.00,17326.00,24948.00,6918.00,11942.00,8475.00,
05/10/19-11:50:01:912,5,1032.00,18794.00,8052.24,17908.00,17319.00,24941.00,6912.00,11939.00,8460.00,
05/10/19-11:50:01:912,5,1032.00,18796.00,8052.24,18041.00,17328.00,24936.00,6915.00,11934.00,8466.00,
05/10/19-11:50:01:912,5,1032.00,18793.00,8052.24,17960.00,17330.00,24941.00,6919.00,11940.00,8474.00,
05/10/19-11:50:01:912,5,1032.00,18794.00,8052.24,17810.00,17318.00,24947.00,6906.00,11940.00,8458.00,
05/10/19-11:50:01:912,5,1032.00,18794.00,8052.24,17861.00,17339.00,24946.00,6913.00,11954.00,8466.00,
05/10/19-11:50:01:912,5,1032.00,18793.00,8052.24,18031.00,17356.00,24939.00,6911.00,11944.00,8466.00,
05/10/19-11:50:01:912,5,1033.00,18794.00,8052.24,18020.00,17336.00,24938.00,6912.00,11937.00,8466.00,
05/10/19-11:50:01:912,5,1032.00,18793.00,8052.24,17855.00,17338.00,24946.00,6910.00,11937.00,8466.00,
05/10/19-11:50:02:128,5,1032.00,18792.00,8051.22,17869.00,17338.00,24947.00,6904.00,11959.00,8503.00,
05/10/19-11:50:02:128,5,1032.00,18793.00,8048.14,18002.00,17321.00,24937.00,6905.00,11956.00,8519.00,
05/10/19-11:50:02:128,5,1032.00,18794.00,8048.14,18054.00,17339.00,24935.00,6901.00,11959.00,8505.00,
05/10/19-11:50:02:128,5,1032.00,18793.00,8048.14,17913.00,17322.00,24940.00,6907.00,11958.00,8514.00,
05/10/19-11:50:02:128,5,1032.00,18792.00,8048.14,17836.00,17299.00,24946.00,6911.00,11954.00,8488.00,
05/10/19-11:50:02:128,5,1032.00,18794.00,8050.71,17964.00,17343.00,24940.00,6910.00,11936.00,8463.00,
05/10/19-11:50:02:128,5,1032.00,18794.00,8052.24,18066.00,17341.00,24937.00,6904.00,11952.00,8465.00,
05/10/19-11:50:02:128,5,1032.00,18793.00,8052.24,17906.00,17309.00,24942.00,6915.00,11945.00,8454.00,
05/10/19-11:50:02:128,5,1032.00,18793.00,8052.24,17830.00,17345.00,24947.00,6909.00,11942.00,8466.00,
05/10/19-11:50:02:128,5,1032.00,18793.00,8052.24,17884.00,17334.00,24944.00,6911.00,11939.00,8457.00,
05/10/19-11:50:02:128,5,1032.00,18793.00,8052.24,18034.00,17355.00,24938.00,6905.00,11939.00,8457.00,
05/10/19-11:50:02:128,5,1032.00,18795.00,8052.24,17968.00,17337.00,24943.00,6906.00,11944.00,8457.00,
05/10/19-11:50:02:128,5,1032.00,18793.00,8052.24,17831.00,17346.00,24946.00,6902.00,11945.00,8457.00,
05/10/19-11:50:02:345,5,1032.00,18792.00,8051.22,17839.00,17312.00,24943.00,6903.00,11941.00,8471.00,
05/10/19-11:50:02:345,5,1032.00,18793.00,8048.14,18021.00,17355.00,24933.00,6903.00,11946.00,8483.00,
05/10/19-11:50:02:345,5,1032.00,18792.00,8048.14,18033.00,17329.00,24936.00,6900.00,11945.00,8472.00,
05/10/19-11:50:02:345,5,1032.00,18792.00,8048.14,17871.00,17322.00,24944.00,6907.00,11949.00,8478.00,
05/10/19-11:50:02:345,5,1032.00,18794.00,8048.66,17817.00,17303.00,24948.00,6915.00,11940.00,8464.00,
05/10/19-11:50:02:345,5,1032.00,18794.00,8051.73,18055.00,17343.00,24938.00,6904.00,11940.00,8449.00,
05/10/19-11:50:02:345,5,1032.00,18792.00,8052.24,18070.00,17337.00,24936.00,6911.00,11937.00,8456.00,
05/10/19-11:50:02:345,5,1032.00,18795.00,8052.24,17888.00,17315.00,24942.00,6905.00,11926.00,8453.00,
05/10/19-11:50:02:345,5,1032.00,18793.00,8052.24,17812.00,17330.00,24945.00,6898.00,11937.00,8458.00,
05/10/19-11:50:02:345,5,1032.00,18793.00,8052.24,18006.00,17322.00,24937.00,6902.00,11953.00,8448.00,
05/10/19-11:50:02:345,5,1032.00,18794.00,8052.24,18054.00,17352.00,24938.00,6914.00,11942.00,8448.00,
05/10/19-11:50:02:345,5,1032.00,18793.00,8052.24,17917.00,17336.00,24943.00,6904.00,11941.00,8448.00,
05/10/19-11:50:02:345,5,1032.00,18793.00,8052.24,17783.00,17312.00,24950.00,6902.00,11942.00,8448.00,
05/10/19-11:50:02:562,5,1032.00,18792.00,8051.22,17922.00,17355.00,24939.00,6910.00,11958.00,8485.00,
05/10/19-11:50:02:562,5,1032.00,18793.00,8048.66,18061.00,17341.00,24937.00,6902.00,11959.00,8497.00,
05/10/19-11:50:02:562,5,1032.00,18792.00,8048.14,17927.00,17324.00,24941.00,6908.00,11957.00,8492.00,
05/10/19-11:50:02:562,5,1032.00,18793.00,8048.14,17810.00,17326.00,24947.00,6896.00,11949.00,8498.00,
05/10/19-11:50:02:562,5,1032.00,18794.00,8048.14,17879.00,17325.00,24940.00,6899.00,11946.00,8481.00,
05/10/19-11:50:02:562,5,1032.00,18794.00,8051.22,18021.00,17334.00,24939.00,6906.00,11944.00,8439.00,
05/10/19-11:50:02:562,5,1032.00,18792.00,8052.24,17997.00,17351.00,24938.00,6906.00,11934.00,8451.00,
05/10/19-11:50:02:562,5,1032.00,18793.00,8052.24,17879.00,17301.00,24944.00,6907.00,11936.00,8446.00,
05/10/19-11:50:02:562,5,1032.00,18794.00,8052.24,17882.00,17329.00,24944.00,6905.00,11940.00,8448.00,
05/10/19-11:50:02:562,5,1032.00,18793.00,8052.24,18013.00,17350.00,24937.00,6897.00,11937.00,8437.00,
05/10/19-11:50:02:562,5,1032.00,18793.00,8052.24,18012.00,17335.00,24938.00,6896.00,11935.00,8437.00,
05/10/19-11:50:02:562,5,1032.00,18795.00,8052.24,17898.00,17341.00,24944.00,6907.00,11936.00,8437.00,
05/10/19-11:50:02:562,5,1032.00,18792.00,8052.24,17884.00,17324.00,24944.00,6901.00,11941.00,8437.00,
05/10/19-11:50:02:779,5,1032.00,18793.00,8050.71,17975.00,17310.00,24936.00,6896.00,11942.00,8466.00,
05/10/19-11:50:02:779,5,1032.00,18793.00,8048.14,17989.00,17369.00,24935.00,6892.00,11943.00,8460.00,
05/10/19-11:50:02:779,5,1032.00,18792.00,8048.14,17914.00,17333.00,24942.00,6902.00,11944.00,8472.00,
05/10/19-11:50:02:779,5,1032.00,18792.00,8048.14,17840.00,17300.00,24945.00,6910.00,11941.00,8466.00,
05/10/19-11:50:02:779,5,1032.00,18796.00,8048.14,17920.00,17372.00,24941.00,6904.00,11938.00,8449.00,
05/10/19-11:50:02:779,5,1032.00,18794.00,8051.22,17995.00,17305.00,24939.00,6899.00,11940.00,8447.00,
05/10/19-11:50:02:779,5,1032.00,18795.00,8052.24,17935.00,17334.00,24942.00,6902.00,11939.00,8443.00,
05/10/19-11:50:02:779,5,1032.00,18794.00,8052.24,17862.00,17357.00,24945.00,6901.00,11940.00,8446.00,
05/10/19-11:50:02:779,5,1032.00,18792.00,8052.24,17894.00,17299.00,24945.00,6894.00,11939.00,8441.00,
05/10/19-11:50:02:779,5,1032.00,18795.00,8052.24,18001.00,17337.00,24938.00,6905.00,11935.00,8443.00,
05/10/19-11:50:02:779,5,1033.00,18795.00,8052.24,17999.00,17356.00,24937.00,6893.00,11938.00,8443.00,
05/10/19-11:50:02:779,5,1032.00,18792.00,8052.24,17912.00,17294.00,24942.00,6905.00,11935.00,8443.00,
05/10/19-11:50:02:779,5,1032.00,18794.00,8052.24,17899.00,17343.00,24945.00,6894.00,11941.00,8443.00,
05/10/19-11:50:02:996,5,1032.00,18792.00,8050.71,17992.00,17347.00,24937.00,6901.00,11951.00,8478.00,
05/10/19-11:50:02:996,5,1032.00,18793.00,8048.14,17998.00,17301.00,24940.00,6895.00,11958.00,8493.00,
05/10/19-11:50:02:996,5,1032.00,18794.00,8048.14,17919.00,17354.00,24944.00,6897.00,11956.00,8486.00,
05/10/19-11:50:02:996,5,1032.00,18793.00,8048.14,17876.00,17319.00,24942.00,6896.00,11950.00,8497.00,
05/10/19-11:50:02:996,5,1032.00,18792.00,8048.14,17961.00,17318.00,24938.00,6901.00,11948.00,8473.00,
05/10/19-11:50:02:996,5,1032.00,18794.00,8050.71,17980.00,17370.00,24939.00,6905.00,11936.00,8438.00,
05/10/19-11:50:02:996,5,1032.00,18794.00,8052.24,17888.00,17332.00,24945.00,6901.00,11945.00,8441.00,
05/10/19-11:50:02:996,5,1032.00,18793.00,8052.24,17852.00,17314.00,24946.00,6901.00,11940.00,8435.00,
05/10/19-11:50:02:996,5,1032.00,18794.00,8052.24,17936.00,17356.00,24940.00,6900.00,11938.00,8437.00,
05/10/19-11:50:02:996,5,1032.00,18794.00,8052.24,17979.00,17335.00,24935.00,6889.00,11936.00,8440.00,
05/10/19-11:50:02:996,5,1032.00,18793.00,8052.24,17912.00,17315.00,24944.00,6899.00,11937.00,8440.00,
05/10/19-11:50:02:996,5,1033.00,18794.00,8052.24,17872.00,17357.00,24944.00,6900.00,11942.00,8440.00,
05/10/19-11:50:02:996,5,1032.00,18793.00,8052.24,17950.00,17314.00,24943.00,6897.00,11943.00,8440.00,
05/10/19-11:50:03:213,5,1032.00,18792.00,8051.73,17987.00,17309.00,24942.00,6902.00,11938.00,8449.00,
05/10/19-11:50:03:213,5,1032.00,18792.00,8048.14,17945.00,17363.00,24937.00,6900.00,11944.00,8462.00,
05/10/19-11:50:03:213,5,1032.00,18792.00,8048.14,17932.00,17303.00,24943.00,6905.00,11938.00,8459.00,
05/10/19-11:50:03:213,5,1032.00,18793.00,8048.14,17943.00,17328.00,24937.00,6891.00,11935.00,8452.00,
05/10/19-11:50:03:213,5,1032.00,18793.00,8048.14,17971.00,17374.00,24941.00,6891.00,11936.00,8450.00,
05/10/19-11:50:03:213,5,1032.00,18794.00,8051.73,17970.00,17287.00,24942.00,6900.00,11945.00,8430.00,
05/10/19-11:50:03:213,5,1032.00,18794.00,8052.24,17921.00,17352.00,24939.00,6905.00,11940.00,8439.00,
05/10/19-11:50:03:213,5,1032.00,18794.00,8052.24,17918.00,17375.00,24944.00,6894.00,11941.00,8433.00,
05/10/19-11:50:03:213,5,1032.00,18793.00,8052.24,17928.00,17284.00,24937.00,6896.00,11931.00,8436.00,
05/10/19-11:50:03:213,5,1032.00,18794.00,8052.24,17961.00,17376.00,24942.00,6893.00,11935.00,8431.00,
05/10/19-11:50:03:213,5,1032.00,18794.00,8052.24,17906.00,17333.00,24942.00,6897.00,11934.00,8431.00,
05/10/19-11:50:03:213,5,1032.00,18796.00,8052.24,17863.00,17284.00,24945.00,6896.00,11938.00,8431.00,
05/10/19-11:50:03:213,5,1032.00,18793.00,8052.24,17926.00,17380.00,24942.00,6892.00,11937.00,8431.00,
05/10/19-11:50:03:430,5,1032.00,18793.00,8051.73,17968.00,17299.00,24941.00,6893.00,11947.00,8480.00,
05/10/19-11:50:03:430,5,1032.00,18792.00,8048.66,17931.00,17312.00,24941.00,6894.00,11954.00,8482.00,
05/10/19-11:50:03:430,5,1032.00,18793.00,8048.14,17899.00,17342.00,24944.00,6895.00,11954.00,8482.00,
05/10/19-11:50:03:430,5,1032.00,18793.00,8048.14,17933.00,17307.00,24943.00,6895.00,11949.00,8481.00,
05/10/19-11:50:03:430,5,1032.00,18792.00,8048.14,18009.00,17337.00,24938.00,6896.00,11951.00,8465.00,
05/10/19-11:50:03:430,5,1032.00,18794.00,8050.71,17975.00,17342.00,24937.00,6892.00,11939.00,8439.00,
05/10/19-11:50:03:430,5,1032.00,18793.00,8052.24,17910.00,17350.00,24942.00,6897.00,11934.00,8437.00,
05/10/19-11:50:03:430,5,1032.00,18794.00,8052.24,17938.00,17317.00,24944.00,6888.00,11937.00,8433.00,
05/10/19-11:50:03:430,5,1032.00,18794.00,8052.24,17983.00,17377.00,24941.00,6894.00,11939.00,8436.00,
05/10/19-11:50:03:430,5,1032.00,18794.00,8052.24,17976.00,17348.00,24942.00,6895.00,11942.00,8431.00,
05/10/19-11:50:03:430,5,1032.00,18794.00,8052.24,17895.00,17296.00,24944.00,6894.00,11935.00,8431.00,
05/10/19-11:50:03:430,5,1032.00,18794.00,8052.24,17869.00,17374.00,24944.00,6896.00,11928.00,8431.00,
05/10/19-11:50:03:430,5,1032.00,18795.00,8052.24,17971.00,17309.00,24941.00,6898.00,11933.00,8431.00,
05/10/19-11:50:03:646,5,1032.00,18792.00,8051.73,17956.00,17294.00,24938.00,6899.00,11935.00,8439.00,
05/10/19-11:50:03:646,5,1032.00,18792.00,8048.66,17877.00,17357.00,24946.00,6903.00,11941.00,8456.00,
05/10/19-11:50:03:646,5,1032.00,18793.00,8048.14,17872.00,17298.00,24944.00,6901.00,11946.00,8445.00,
05/10/19-11:50:03:646,5,1032.00,18793.00,8048.14,17936.00,17290.00,24939.00,6888.00,11943.00,8450.00,
05/10/19-11:50:03:646,5,1032.00,18793.00,8048.14,17988.00,17394.00,24939.00,6887.00,11936.00,8437.00,
05/10/19-11:50:03:646,5,1032.00,18794.00,8051.73,17935.00,17285.00,24941.00,6899.00,11937.00,8434.00,
05/10/19-11:50:03:646,5,1032.00,18795.00,8052.24,17878.00,17334.00,24943.00,6902.00,11938.00,8434.00,
05/10/19-11:50:03:646,5,1032.00,18793.00,8052.24,17955.00,17409.00,24942.00,6890.00,11926.00,8431.00,
05/10/19-11:50:03:646,5,1032.00,18793.00,8052.24,18008.00,17277.00,24938.00,6899.00,11935.00,8428.00,
05/10/19-11:50:03:646,5,1032.00,18797.00,8052.24,17964.00,17373.00,24942.00,6887.00,11940.00,8429.00,
05/10/19-11:50:03:646,5,1032.00,18797.00,8052.24,17905.00,17350.00,24943.00,6898.00,11945.00,8429.00,
05/10/19-11:50:03:646,5,1032.00,18797.00,8052.24,17929.00,17283.00,24940.00,6900.00,11941.00,8429.00,
