Calibration
Channel,Gain,Offset,Zero
0,1,0,0
1,1,0,0
2,0.51249,0,0
3,1,0,0
4,1,0,0
5,1,0,0
6,1,0,0
7,1,0,0
8,1,0,0
mm/dd/yy-hh:mm:ss:ms,Sch,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
05/10/19-11:52:46:508,5,1032.00,18616.00,8052.76,17938.00,17183.00,24751.00,6858.00,11944.00,8469.00,
05/10/19-11:52:46:508,5,1032.00,18616.00,8053.78,17835.00,17347.00,24643.00,6854.00,11942.00,8471.00,
05/10/19-11:52:46:508,5,1032.00,18616.00,8052.76,17576.00,17459.00,24697.00,6861.00,11948.00,8468.00,
05/10/19-11:52:46:508,5,1032.00,18616.00,8052.24,17409.00,17392.00,24755.00,6868.00,11942.00,8468.00,
05/10/19-11:52:46:508,5,1032.00,18616.00,8052.76,17512.00,17818.00,24760.00,6857.00,11944.00,8468.00,
05/10/19-11:52:46:508,5,1032.00,18616.00,8054.29,17744.00,17731.00,24766.00,6867.00,11950.00,8468.00,
05/10/19-11:52:46:725,5,1032.00,18616.00,8051.73,18174.00,17328.00,24734.00,6861.00,11953.00,8486.00,
05/10/19-11:52:46:725,5,1032.00,18616.00,8048.66,18375.00,17482.00,24691.00,6855.00,11948.00,8491.00,
05/10/19-11:52:46:725,5,1032.00,18614.00,8048.14,18273.00,17170.00,24749.00,6866.00,11942.00,8488.00,
05/10/19-11:52:46:725,5,1032.00,18614.00,8048.14,17934.00,16977.00,24640.00,6853.00,11947.00,8483.00,
05/10/19-11:52:46:725,5,1032.00,18616.00,8049.68,17714.00,17213.00,24664.00,6849.00,11943.00,8473.00,
05/10/19-11:52:46:725,5,1032.00,18616.00,8052.24,17898.00,17100.00,24783.00,6854.00,11939.00,8472.00,
05/10/19-11:52:46:725,5,1032.00,18616.00,8052.24,17676.00,17438.00,24766.00,6855.00,11952.00,8464.00,
05/10/19-11:52:46:725,5,1032.00,18616.00,8052.76,17683.00,17652.00,24965.00,6860.00,11944.00,8472.00,
05/10/19-11:52:46:725,5,1032.00,18616.00,8053.78,18121.00,17846.00,25186.00,6853.00,11940.00,8469.00,
05/10/19-11:52:46:725,5,1032.00,18616.00,8052.76,18216.00,17838.00,24304.00,6865.00,11940.00,8471.00,
05/10/19-11:52:46:725,5,1032.00,18616.00,8052.76,18139.00,17296.00,24399.00,6856.00,11943.00,8471.00,
05/10/19-11:52:46:725,5,1032.00,18616.00,8053.27,17842.00,17232.00,24880.00,6864.00,11952.00,8471.00,
05/10/19-11:52:46:725,5,1032.00,18616.00,8052.76,17410.00,17356.00,24273.00,6860.00,11944.00,8471.00,
05/10/19-11:52:46:942,5,1032.00,18615.00,8052.24,17778.00,16737.00,24340.00,6865.00,11955.00,8510.00,
05/10/19-11:52:46:942,5,1032.00,18616.00,8049.68,17995.00,16529.00,24584.00,6859.00,11960.00,8512.00,
05/10/19-11:52:46:942,5,1032.00,18616.00,8048.14,17696.00,17823.00,24787.00,6861.00,11959.00,8522.00,
05/10/19-11:52:46:942,5,1032.00,18613.00,8048.14,17735.00,17769.00,24869.00,6865.00,11953.00,8522.00,
05/10/19-11:52:46:942,5,1032.00,18616.00,8048.66,18291.00,16986.00,24788.00,6856.00,11959.00,8494.00,
05/10/19-11:52:46:942,5,1032.00,18616.00,8051.73,18024.00,18153.00,25124.00,6858.00,11946.00,8470.00,
05/10/19-11:52:46:942,5,1032.00,18616.00,8052.24,17574.00,17880.00,24827.00,6861.00,11941.00,8470.00,
05/10/19-11:52:46:942,5,1032.00,18616.00,8052.76,17470.00,16798.00,24852.00,6865.00,11950.00,8471.00,
05/10/19-11:52:46:942,5,1032.00,18616.00,8052.24,17771.00,17575.00,24710.00,6860.00,11943.00,8470.00,
05/10/19-11:52:46:942,5,1032.00,18615.00,8053.27,17864.00,17251.00,24617.00,6871.00,11943.00,8467.00,
05/10/19-11:52:46:942,5,1032.00,18616.00,8054.29,18016.00,16728.00,24569.00,6852.00,11948.00,8467.00,
05/10/19-11:52:46:942,5,1032.00,18615.00,8053.27,17868.00,17848.00,24435.00,6860.00,11946.00,8467.00,
05/10/19-11:52:46:942,5,1032.00,18616.00,8053.78,18150.00,17604.00,24644.00,6861.00,11944.00,8467.00,
05/10/19-11:52:47:159,5,1032.00,18616.00,8052.24,18141.00,17188.00,24590.00,6866.00,11951.00,8479.00,
05/10/19-11:52:47:159,5,1032.00,18613.00,8048.14,17874.00,17970.00,24648.00,6863.00,11947.00,8488.00,
05/10/19-11:52:47:159,5,1032.00,18615.00,8048.14,17541.00,17822.00,24996.00,6856.00,11945.00,8487.00,
05/10/19-11:52:47:159,5,1032.00,18616.00,8048.14,17460.00,16919.00,24823.00,6865.00,11948.00,8486.00,
05/10/19-11:52:47:159,5,1032.00,18616.00,8049.68,17826.00,17585.00,24703.00,6853.00,11946.00,8477.00,
05/10/19-11:52:47:159,5,1032.00,18616.00,8052.24,18051.00,17398.00,24778.00,6869.00,11955.00,8466.00,
05/10/19-11:52:47:159,5,1032.00,18616.00,8052.24,18247.00,16705.00,24696.00,6862.00,11942.00,8467.00,
05/10/19-11:52:47:159,5,1032.00,18616.00,8052.24,18122.00,17336.00,24507.00,6852.00,11951.00,8469.00,
05/10/19-11:52:47:159,5,1032.00,18616.00,8052.76,18059.00,17529.00,24595.00,6861.00,11951.00,8470.00,
05/10/19-11:52:47:159,5,1032.00,18616.00,8052.76,17873.00,17246.00,24700.00,6868.00,11956.00,8463.00,
05/10/19-11:52:47:159,5,1032.00,18616.00,8052.24,18043.00,17178.00,24631.00,6868.00,11942.00,8463.00,
05/10/19-11:52:47:159,5,1032.00,18616.00,8052.76,17603.00,17801.00,24798.00,6871.00,11941.00,8463.00,
05/10/19-11:52:47:159,5,1032.00,18616.00,8053.27,17456.00,17669.00,24743.00,6865.00,11947.00,8463.00,
05/10/19-11:52:47:375,5,1032.00,18616.00,8052.24,17941.00,17101.00,24748.00,6870.00,11953.00,8508.00,
05/10/19-11:52:47:375,5,1032.00,18614.00,8049.68,18526.00,17500.00,24844.00,6864.00,11960.00,8519.00,
05/10/19-11:52:47:375,5,1032.00,18615.00,8048.14,18182.00,17347.00,24633.00,6860.00,11962.00,8517.00,
05/10/19-11:52:47:375,5,1032.00,18615.00,8048.14,17459.00,17552.00,24859.00,6858.00,11961.00,8515.00,
05/10/19-11:52:47:375,5,1032.00,18614.00,8048.66,17533.00,17549.00,24840.00,6866.00,11954.00,8495.00,
05/10/19-11:52:47:375,5,1032.00,18616.00,8052.24,17826.00,17004.00,24835.00,6869.00,11940.00,8465.00,
05/10/19-11:52:47:375,5,1032.00,18616.00,8052.76,17755.00,17414.00,24764.00,6856.00,11942.00,8471.00,
05/10/19-11:52:47:375,5,1032.00,18616.00,8052.24,17730.00,17188.00,24689.00,6866.00,11951.00,8468.00,
05/10/19-11:52:47:375,5,1032.00,18616.00,8052.76,18007.00,17098.00,24541.00,6868.00,11947.00,8466.00,
05/10/19-11:52:47:375,5,1032.00,18616.00,8053.27,18469.00,17227.00,24769.00,6863.00,11952.00,8470.00,
05/10/19-11:52:47:375,5,1032.00,18616.00,8053.27,17926.00,17615.00,24836.00,6868.00,11950.00,8470.00,
05/10/19-11:52:47:375,5,1032.00,18615.00,8053.27,17697.00,17352.00,24863.00,6859.00,11945.00,8470.00,
05/10/19-11:52:47:375,5,1032.00,18616.00,8052.76,17738.00,17430.00,24944.00,6860.00,11940.00,8470.00,
05/10/19-11:52:47:592,5,1032.00,18616.00,8052.24,17946.00,17581.00,25041.00,6868.00,11952.00,8491.00,
05/10/19-11:52:47:592,5,1032.00,18615.00,8049.17,17881.00,17499.00,25118.00,6851.00,11942.00,8482.00,
05/10/19-11:52:47:592,5,1032.00,18616.00,8048.14,17995.00,17534.00,25034.00,6857.00,11951.00,8491.00,
05/10/19-11:52:47:592,5,1032.00,18615.00,8048.14,18333.00,17451.00,25008.00,6861.00,11944.00,8485.00,
05/10/19-11:52:47:592,5,1032.00,18616.00,8049.17,18064.00,16977.00,24742.00,6865.00,11945.00,8484.00,
05/10/19-11:52:47:592,5,1032.00,18616.00,8052.24,17930.00,17495.00,24749.00,6865.00,11949.00,8469.00,
05/10/19-11:52:47:592,5,1032.00,18616.00,8052.76,17741.00,17167.00,24746.00,6860.00,11952.00,8470.00,
05/10/19-11:52:47:592,5,1032.00,18616.00,8052.76,17627.00,17345.00,24581.00,6873.00,11950.00,8471.00,
05/10/19-11:52:47:592,5,1032.00,18616.00,8052.76,17749.00,17214.00,24920.00,6861.00,11946.00,8472.00,
05/10/19-11:52:47:592,5,1032.00,18615.00,8053.27,17990.00,17563.00,24708.00,6861.00,11951.00,8472.00,
05/10/19-11:52:47:592,5,1032.00,18616.00,8052.76,18018.00,17110.00,24900.00,6853.00,11941.00,8472.00,
05/10/19-11:52:47:592,5,1032.00,18616.00,8053.27,17967.00,17221.00,24884.00,6860.00,11947.00,8472.00,
05/10/19-11:52:47:592,5,1032.00,18616.00,8052.76,18007.00,17387.00,24995.00,6862.00,11943.00,8472.00,
05/10/19-11:52:47:809,5,1032.00,18616.00,8052.76,17944.00,16801.00,25097.00,6854.00,11958.00,8513.00,
05/10/19-11:52:47:809,5,1032.00,18615.00,8049.17,17628.00,17510.00,25017.00,6858.00,11955.00,8515.00,
05/10/19-11:52:47:809,5,1032.00,18614.00,8048.14,17872.00,17257.00,25257.00,6858.00,11957.00,8517.00,
05/10/19-11:52:47:809,5,1032.00,18616.00,8048.14,17529.00,17628.00,24996.00,6853.00,11965.00,8517.00,
05/10/19-11:52:47:809,5,1032.00,18616.00,8048.66,18225.00,17432.00,25088.00,6854.00,11951.00,8501.00,
05/10/19-11:52:47:809,5,1032.00,18616.00,8052.24,17860.00,17258.00,25072.00,6861.00,11941.00,8466.00,
05/10/19-11:52:47:809,5,1032.00,18616.00,8052.24,17965.00,17321.00,25054.00,6853.00,11935.00,8463.00,
05/10/19-11:52:47:809,5,1032.00,18616.00,8052.24,17825.00,17205.00,25044.00,6865.00,11946.00,8468.00,
05/10/19-11:52:47:809,5,1032.00,18616.00,8052.24,17833.00,17244.00,25110.00,6869.00,11947.00,8471.00,
05/10/19-11:52:47:809,5,1032.00,18615.00,8053.27,18012.00,17181.00,24928.00,6868.00,11947.00,8466.00,
05/10/19-11:52:47:809,5,1032.00,18616.00,8052.76,17164.00,18104.00,24889.00,6862.00,11947.00,8466.00,
05/10/19-11:52:47:809,5,1032.00,18616.00,8053.78,19002.00,16722.00,25092.00,6859.00,11947.00,8466.00,
05/10/19-11:52:47:809,5,1032.00,18616.00,8053.27,18305.00,17219.00,25111.00,6861.00,11944.00,8466.00,
05/10/19-11:52:48:26,5,1032.00,18616.00,8052.76,17841.00,17417.00,25199.00,6861.00,11945.00,8486.00,
05/10/19-11:52:48:26,5,1032.00,18616.00,8049.68,17515.00,17683.00,25269.00,6862.00,11956.00,8495.00,
05/10/19-11:52:48:26,5,1032.00,18615.00,8048.14,17903.00,16844.00,25132.00,6866.00,11948.00,8492.00,
05/10/19-11:52:48:26,5,1032.00,18615.00,8048.14,17665.00,17274.00,25229.00,6857.00,11941.00,8489.00,
05/10/19-11:52:48:26,5,1032.00,18616.00,8049.17,18097.00,16997.00,25190.00,6858.00,11948.00,8476.00,
05/10/19-11:52:48:26,5,1032.00,18615.00,8052.24,18044.00,17086.00,25235.00,6867.00,11948.00,8471.00,
05/10/19-11:52:48:26,5,1032.00,18616.00,8052.24,18047.00,17005.00,25131.00,6853.00,11944.00,8473.00,
05/10/19-11:52:48:26,5,1032.00,18616.00,8052.76,17658.00,17375.00,25350.00,6861.00,11954.00,8469.00,
05/10/19-11:52:48:26,5,1032.00,18615.00,8053.27,17668.00,17635.00,25306.00,6865.00,11946.00,8464.00,
05/10/19-11:52:48:26,5,1032.00,18615.00,8052.76,17495.00,17543.00,25234.00,6856.00,11947.00,8477.00,
05/10/19-11:52:48:26,5,1032.00,18616.00,8053.27,17669.00,17549.00,25251.00,6851.00,11948.00,8477.00,
05/10/19-11:52:48:26,5,1032.00,18615.00,8053.27,18487.00,17012.00,25220.00,6856.00,11943.00,8477.00,
05/10/19-11:52:48:26,5,1032.00,18615.00,8053.78,18413.00,17143.00,25427.00,6866.00,11947.00,8477.00,
05/10/19-11:52:48:243,5,1032.00,18613.00,8052.24,17784.00,17522.00,25301.00,6858.00,11960.00,8518.00,
05/10/19-11:52:48:243,5,1032.00,18615.00,8049.68,17777.00,17362.00,25312.00,6860.00,11961.00,8516.00,
05/10/19-11:52:48:243,5,1032.00,18615.00,8048.14,17839.00,17575.00,25383.00,6851.00,11967.00,8518.00,
05/10/19-11:52:48:243,5,1032.00,18615.00,8048.14,17881.00,17493.00,25391.00,6859.00,11956.00,8516.00,
05/10/19-11:52:48:243,5,1032.00,18615.00,8048.14,18476.00,16928.00,25227.00,6856.00,11953.00,8502.00,
05/10/19-11:52:48:243,5,1032.00,18615.00,8052.24,18176.00,17272.00,25350.00,6865.00,11947.00,8473.00,
05/10/19-11:52:48:243,5,1032.00,18616.00,8052.24,17818.00,17420.00,25650.00,6860.00,11951.00,8467.00,
05/10/19-11:52:48:243,5,1032.00,18616.00,8052.76,18161.00,16842.00,25468.00,6860.00,11951.00,8470.00,
05/10/19-11:52:48:243,5,1032.00,18616.00,8053.27,17941.00,17350.00,25462.00,6857.00,11953.00,8471.00,
05/10/19-11:52:48:243,5,1032.00,18615.00,8053.27,17781.00,17209.00,25542.00,6857.00,11943.00,8467.00,
05/10/19-11:52:48:243,5,1032.00,18616.00,8053.78,18261.00,16991.00,25499.00,6860.00,11947.00,8467.00,
05/10/19-11:52:48:243,5,1032.00,18616.00,8052.76,17977.00,17637.00,25596.00,6862.00,11943.00,8467.00,
05/10/19-11:52:48:243,5,1032.00,18616.00,8052.76,18144.00,17440.00,25454.00,6851.00,11955.00,8467.00,
05/10/19-11:52:48:460,5,1032.00,18614.00,8052.24,17654.00,17271.00,25480.00,6863.00,11952.00,8480.00,
05/10/19-11:52:48:460,5,1032.00,18614.00,8049.17,17827.00,17294.00,25533.00,6865.00,11941.00,8489.00,
05/10/19-11:52:48:460,5,1032.00,18616.00,8048.14,17948.00,17480.00,25519.00,6865.00,11942.00,8484.00,
05/10/19-11:52:48:460,5,1032.00,18614.00,8048.14,17582.00,17237.00,25469.00,6860.00,11946.00,8490.00,
05/10/19-11:52:48:460,5,1032.00,18615.00,8048.66,17741.00,18070.00,25614.00,6865.00,11944.00,8474.00,
05/10/19-11:52:48:460,5,1032.00,18615.00,8052.24,17770.00,17522.00,25651.00,6860.00,11946.00,8469.00,
05/10/19-11:52:48:460,5,1032.00,18615.00,8052.24,18419.00,16730.00,25741.00,6870.00,11947.00,8468.00,
05/10/19-11:52:48:460,5,1032.00,18616.00,8052.76,17919.00,17414.00,25852.00,6859.00,11950.00,8474.00,
05/10/19-11:52:48:460,5,1032.00,18615.00,8053.27,17839.00,17139.00,25683.00,6860.00,11938.00,8474.00,
05/10/19-11:52:48:460,5,1032.00,18616.00,8052.76,17910.00,17398.00,25767.00,6860.00,11948.00,8462.00,
05/10/19-11:52:48:460,5,1032.00,18616.00,8052.76,18108.00,17692.00,25819.00,6859.00,11944.00,8462.00,
05/10/19-11:52:48:460,5,1032.00,18616.00,8053.27,18165.00,17496.00,25441.00,6863.00,11949.00,8462.00,
05/10/19-11:52:48:460,5,1032.00,18615.00,8054.29,17909.00,17024.00,25598.00,6868.00,11953.00,8462.00,
05/10/19-11:52:48:677,5,1032.00,18613.00,8052.24,17617.00,17328.00,25601.00,6855.00,11960.00,8509.00,
05/10/19-11:52:48:677,5,1032.00,18615.00,8048.66,17912.00,17377.00,25736.00,6864.00,11961.00,8523.00,
05/10/19-11:52:48:677,5,1032.00,18614.00,8048.14,18131.00,17246.00,25647.00,6858.00,11959.00,8508.00,
05/10/19-11:52:48:677,5,1032.00,18613.00,8048.14,17973.00,17534.00,25734.00,6855.00,11951.00,8521.00,
05/10/19-11:52:48:677,5,1032.00,18614.00,8048.66,18051.00,17165.00,25619.00,6865.00,11955.00,8500.00,
05/10/19-11:52:48:677,5,1032.00,18614.00,8051.73,17769.00,17248.00,25702.00,6866.00,11947.00,8476.00,
05/10/19-11:52:48:677,5,1032.00,18615.00,8052.76,17967.00,17579.00,25693.00,6863.00,11951.00,8464.00,
05/10/19-11:52:48:677,5,1032.00,18615.00,8052.24,17728.00,17396.00,25654.00,6863.00,11943.00,8471.00,
05/10/19-11:52:48:677,5,1032.00,18614.00,8053.78,17979.00,17033.00,25721.00,6870.00,11944.00,8466.00,
05/10/19-11:52:48:677,5,1032.00,18615.00,8052.76,18151.00,17356.00,25772.00,6866.00,11949.00,8469.00,
05/10/19-11:52:48:677,5,1032.00,18615.00,8053.78,17811.00,17423.00,25710.00,6861.00,11942.00,8469.00,
05/10/19-11:52:48:677,5,1032.00,18616.00,8052.24,17846.00,17334.00,25751.00,6859.00,11953.00,8469.00,
05/10/19-11:52:48:677,5,1032.00,18616.00,8053.27,17834.00,17367.00,25801.00,6859.00,11946.00,8469.00,
05/10/19-11:52:48:893,5,1032.00,18615.00,8052.24,17887.00,17393.00,25660.00,6858.00,11950.00,8486.00,
05/10/19-11:52:48:893,5,1032.00,18613.00,8049.68,17852.00,17523.00,25660.00,6866.00,11947.00,8488.00,
05/10/19-11:52:48:893,5,1032.00,18615.00,8048.14,18170.00,17332.00,25703.00,6869.00,11946.00,8488.00,
05/10/19-11:52:48:893,5,1032.00,18612.00,8048.66,17744.00,17356.00,25680.00,6858.00,11945.00,8492.00,
05/10/19-11:52:48:893,5,1032.00,18615.00,8049.17,17721.00,17364.00,25740.00,6857.00,11947.00,8480.00,
05/10/19-11:52:48:893,5,1032.00,18616.00,8052.24,17839.00,17498.00,25705.00,6863.00,11945.00,8465.00,
05/10/19-11:52:48:893,5,1032.00,18615.00,8052.24,18042.00,16812.00,25464.00,6875.00,11945.00,8461.00,
05/10/19-11:52:48:893,5,1032.00,18616.00,8053.27,18062.00,17249.00,25584.00,6864.00,11955.00,8465.00,
05/10/19-11:52:48:893,5,1032.00,18616.00,8053.27,17936.00,17404.00,25648.00,6868.00,11948.00,8470.00,
05/10/19-11:52:48:893,5,1032.00,18616.00,8054.29,17937.00,17073.00,25442.00,6854.00,11948.00,8464.00,
05/10/19-11:52:48:893,5,1032.00,18614.00,8052.24,17857.00,17405.00,25793.00,6866.00,11953.00,8464.00,
05/10/19-11:52:48:893,5,1032.00,18616.00,8052.76,18013.00,17533.00,26003.00,6865.00,11943.00,8464.00,
05/10/19-11:52:48:893,5,1032.00,18615.00,8052.76,18006.00,17273.00,25474.00,6871.00,11945.00,8464.00,
05/10/19-11:52:49:110,5,1032.00,18614.00,8052.24,18108.00,17456.00,25548.00,6864.00,11956.00,8515.00,
05/10/19-11:52:49:110,5,1032.00,18614.00,8048.66,17880.00,17528.00,25812.00,6869.00,11954.00,8518.00,
05/10/19-11:52:49:110,5,1032.00,18613.00,8048.14,17851.00,17182.00,25528.00,6865.00,11959.00,8518.00,
05/10/19-11:52:49:110,5,1032.00,18613.00,8048.14,17780.00,17270.00,25523.00,6869.00,11966.00,8516.00,
05/10/19-11:52:49:110,5,1032.00,18615.00,8049.17,17870.00,17318.00,25596.00,6863.00,11956.00,8494.00,
05/10/19-11:52:49:110,5,1032.00,18615.00,8052.24,18125.00,17118.00,25584.00,6868.00,11945.00,8462.00,
05/10/19-11:52:49:110,5,1032.00,18614.00,8052.24,18059.00,17350.00,25720.00,6865.00,11942.00,8465.00,
05/10/19-11:52:49:110,5,1032.00,18615.00,8053.27,17871.00,17316.00,25718.00,6861.00,11941.00,8466.00,
05/10/19-11:52:49:110,5,1032.00,18616.00,8052.76,17832.00,17110.00,25656.00,6854.00,11946.00,8461.00,
05/10/19-11:52:49:110,5,1032.00,18616.00,8053.78,17973.00,17449.00,25729.00,6866.00,11948.00,8470.00,
05/10/19-11:52:49:110,5,1032.00,18615.00,8053.27,17948.00,17400.00,25642.00,6858.00,11952.00,8470.00,
05/10/19-11:52:49:110,5,1032.00,18615.00,8054.29,17730.00,17178.00,25019.00,6863.00,11941.00,8470.00,
05/10/19-11:52:49:110,5,1032.00,18616.00,8052.76,17952.00,17534.00,25528.00,6861.00,11945.00,8470.00,
05/10/19-11:52:49:327,5,1032.00,18614.00,8052.24,18093.00,17259.00,25979.00,6864.00,11946.00,8488.00,
05/10/19-11:52:49:327,5,1032.00,18614.00,8048.66,17854.00,17052.00,24891.00,6862.00,11954.00,8484.00,
05/10/19-11:52:49:327,5,1032.00,18613.00,8048.66,17690.00,17572.00,25288.00,6865.00,11949.00,8488.00,
05/10/19-11:52:49:327,5,1032.00,18614.00,8048.14,18340.00,17275.00,26073.00,6862.00,11953.00,8488.00,
05/10/19-11:52:49:327,5,1032.00,18612.00,8049.68,18147.00,16947.00,25407.00,6868.00,11945.00,8477.00,
05/10/19-11:52:49:327,5,1032.00,18616.00,8052.24,17983.00,17531.00,25470.00,6861.00,11950.00,8468.00,
05/10/19-11:52:49:327,5,1032.00,18616.00,8052.24,17940.00,17198.00,25798.00,6864.00,11937.00,8474.00,
05/10/19-11:52:49:327,5,1032.00,18615.00,8052.24,17858.00,17212.00,25596.00,6865.00,11951.00,8464.00,
05/10/19-11:52:49:327,5,1032.00,18615.00,8053.27,17986.00,17530.00,25520.00,6861.00,11948.00,8470.00,
05/10/19-11:52:49:327,5,1032.00,18615.00,8052.24,17979.00,17185.00,25526.00,6864.00,11941.00,8468.00,
05/10/19-11:52:49:327,5,1032.00,18616.00,8052.76,17988.00,17338.00,25409.00,6857.00,11948.00,8468.00,
05/10/19-11:52:49:327,5,1032.00,18615.00,8054.29,17687.00,17425.00,25422.00,6868.00,11945.00,8468.00,
05/10/19-11:52:49:327,5,1032.00,18616.00,8053.27,17828.00,16738.00,25262.00,6868.00,11945.00,8468.00,
05/10/19-11:52:49:544,5,1032.00,18614.00,8052.24,17970.00,17411.00,25313.00,6851.00,11958.00,8510.00,
05/10/19-11:52:49:544,5,1032.00,18614.00,8049.17,17580.00,18540.00,25479.00,6857.00,11959.00,8511.00,
05/10/19-11:52:49:544,5,1032.00,18612.00,8048.14,17794.00,17508.00,25457.00,6862.00,11958.00,8514.00,
05/10/19-11:52:49:544,5,1032.00,18614.00,8048.14,18157.00,17004.00,25401.00,6859.00,11965.00,8520.00,
05/10/19-11:52:49:544,5,1032.00,18614.00,8049.17,17978.00,17487.00,25611.00,6872.00,11956.00,8493.00,
05/10/19-11:52:49:544,5,1032.00,18616.00,8052.24,18197.00,17097.00,25517.00,6869.00,11944.00,8467.00,
05/10/19-11:52:49:544,5,1032.00,18616.00,8052.24,17648.00,17423.00,25386.00,6867.00,11945.00,8467.00,
05/10/19-11:52:49:544,5,1032.00,18614.00,8052.24,18056.00,17377.00,25547.00,6868.00,11942.00,8469.00,
05/10/19-11:52:49:544,5,1032.00,18615.00,8052.76,17927.00,17053.00,25352.00,6864.00,11953.00,8470.00,
05/10/19-11:52:49:544,5,1032.00,18616.00,8053.27,18078.00,17593.00,25281.00,6869.00,11944.00,8467.00,
05/10/19-11:52:49:544,5,1032.00,18615.00,8053.27,18122.00,17733.00,25264.00,6868.00,11946.00,8467.00,
05/10/19-11:52:49:544,5,1032.00,18616.00,8053.78,17576.00,17543.00,25250.00,6865.00,11950.00,8467.00,
05/10/19-11:52:49:544,5,1032.00,18613.00,8053.27,17874.00,17357.00,25257.00,6867.00,11950.00,8467.00,
05/10/19-11:52:49:761,5,1032.00,18614.00,8052.24,18149.00,17157.00,25267.00,6864.00,11950.00,8483.00,
05/10/19-11:52:49:761,5,1032.00,18611.00,8050.19,18063.00,16829.00,25208.00,6865.00,11938.00,8492.00,
05/10/19-11:52:49:761,5,1032.00,18613.00,8048.66,17982.00,16963.00,25464.00,6860.00,11947.00,8484.00,
05/10/19-11:52:49:761,5,1032.00,18614.00,8048.14,17823.00,17186.00,25459.00,6867.00,11949.00,8490.00,
05/10/19-11:52:49:761,5,1032.00,18613.00,8049.17,18009.00,16707.00,25290.00,6864.00,11942.00,8477.00,
05/10/19-11:52:49:761,5,1032.00,18614.00,8052.24,17967.00,17155.00,25439.00,6863.00,11950.00,8466.00,
05/10/19-11:52:49:761,5,1032.00,18615.00,8052.24,18292.00,17273.00,25300.00,6862.00,11937.00,8469.00,
05/10/19-11:52:49:761,5,1032.00,18615.00,8052.24,16406.00,18855.00,25254.00,6871.00,11946.00,8479.00,
05/10/19-11:52:49:761,5,1032.00,18615.00,8052.24,18642.00,15316.00,25127.00,6858.00,11950.00,8473.00,
05/10/19-11:52:49:761,5,1032.00,18615.00,8052.76,17512.00,17874.00,25308.00,6860.00,11950.00,8477.00,
05/10/19-11:52:49:761,5,1032.00,18614.00,8054.29,18163.00,16919.00,25109.00,6863.00,11942.00,8477.00,
05/10/19-11:52:49:761,5,1032.00,18615.00,8053.27,17519.00,17765.00,24782.00,6857.00,11950.00,8477.00,
05/10/19-11:52:49:761,5,1032.00,18614.00,8053.78,17775.00,17466.00,25262.00,6866.00,11942.00,8477.00,
05/10/19-11:52:49:978,5,1032.00,18610.00,8051.73,18265.00,17023.00,25464.00,6866.00,11957.00,8518.00,
05/10/19-11:52:49:978,5,1032.00,18612.00,8048.66,17422.00,17508.00,24853.00,6860.00,11954.00,8520.00,
05/10/19-11:52:49:978,5,1032.00,18612.00,8048.14,17945.00,16662.00,25217.00,6866.00,11961.00,8517.00,
05/10/19-11:52:49:978,5,1032.00,18612.00,8048.14,18146.00,17172.00,25185.00,6858.00,11950.00,8507.00,
05/10/19-11:52:49:978,5,1032.00,18614.00,8049.17,18409.00,16668.00,25402.00,6853.00,11963.00,8495.00,
05/10/19-11:52:49:978,5,1032.00,18613.00,8052.24,17662.00,17627.00,25329.00,6866.00,11943.00,8474.00,
05/10/19-11:52:49:978,5,1032.00,18613.00,8052.76,17818.00,17664.00,24945.00,6864.00,11945.00,8473.00,
05/10/19-11:52:49:978,5,1032.00,18613.00,8052.76,18102.00,17621.00,25160.00,6864.00,11938.00,8461.00,
05/10/19-11:52:49:978,5,1032.00,18615.00,8052.76,17997.00,17253.00,25456.00,6868.00,11947.00,8467.00,
05/10/19-11:52:49:978,5,1032.00,18613.00,8052.76,17897.00,17588.00,24891.00,6865.00,11945.00,8474.00,
05/10/19-11:52:49:978,5,1032.00,18614.00,8054.29,17576.00,18013.00,25099.00,6861.00,11948.00,8474.00,
05/10/19-11:52:49:978,5,1032.00,18614.00,8053.27,18191.00,17357.00,25330.00,6869.00,11952.00,8474.00,
05/10/19-11:52:49:978,5,1032.00,18613.00,8052.76,17721.00,17722.00,24953.00,6859.00,11951.00,8474.00,
05/10/19-11:52:50:195,5,1032.00,18609.00,8052.24,17818.00,17393.00,25029.00,6854.00,11945.00,8489.00,
05/10/19-11:52:50:195,5,1032.00,18612.00,8049.68,17776.00,17181.00,25178.00,6855.00,11952.00,8488.00,
05/10/19-11:52:50:195,5,1032.00,18614.00,8048.14,18113.00,16987.00,25121.00,6860.00,11949.00,8480.00,
05/10/19-11:52:50:195,5,1032.00,18613.00,8048.14,17809.00,16918.00,25224.00,6869.00,11947.00,8486.00,
05/10/19-11:52:50:195,5,1032.00,18612.00,8049.17,17853.00,17033.00,25083.00,6858.00,11949.00,8478.00,
05/10/19-11:52:50:195,5,1032.00,18613.00,8052.24,17936.00,17841.00,25105.00,6855.00,11946.00,8465.00,
05/10/19-11:52:50:195,5,1032.00,18614.00,8052.24,17964.00,17191.00,25288.00,6857.00,11944.00,8462.00,
05/10/19-11:52:50:195,5,1032.00,18613.00,8052.76,17860.00,17140.00,24988.00,6862.00,11954.00,8460.00,
05/10/19-11:52:50:195,5,1032.00,18614.00,8053.27,17937.00,18029.00,25238.00,6865.00,11949.00,8470.00,
