Calibration
Channel,Gain,Offset,Zero
0,1,0,0
1,1,0,0
2,0.51249,0,0
3,1,0,0
4,1,0,0
5,1,0,0
6,1,0,0
7,1,0,0
8,1,0,0
mm/dd/yy-hh:mm:ss:ms,Sch,Ch0,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
06/28/19-16:35:45:868,3,969.00,16925.00,8239.81,18017.00,18130.00,24871.00,6810.00,12752.00,8841.00,
06/28/19-16:35:45:868,3,968.00,16923.00,8236.74,17992.00,17810.00,24809.00,6813.00,12758.00,8833.00,
06/28/19-16:35:45:868,3,968.00,16922.00,8236.74,18042.00,18141.00,24839.00,6815.00,12759.00,8837.00,
06/28/19-16:35:45:868,3,968.00,16923.00,8236.74,17595.00,18481.00,24853.00,6814.00,12749.00,8843.00,
06/28/19-16:35:45:868,3,969.00,16921.00,8236.74,17705.00,18086.00,24914.00,6810.00,12748.00,8808.00,
06/28/19-16:35:45:868,3,968.00,16924.00,8239.30,17999.00,17939.00,24866.00,6816.00,12745.00,8787.00,
06/28/19-16:35:45:868,3,968.00,16925.00,8240.84,17995.00,18277.00,24837.00,6816.00,12735.00,8789.00,
06/28/19-16:35:45:868,3,969.00,16924.00,8240.84,18030.00,18330.00,24900.00,6814.00,12731.00,8777.00,
06/28/19-16:35:45:868,3,969.00,16925.00,8240.84,18150.00,17850.00,24894.00,6827.00,12740.00,8778.00,
06/28/19-16:35:45:868,3,968.00,16926.00,8240.84,18239.00,17816.00,24950.00,6812.00,12739.00,8785.00,
06/28/19-16:35:45:868,3,970.00,16925.00,8240.84,17909.00,17814.00,25029.00,6818.00,12743.00,8785.00,
06/28/19-16:35:45:868,3,969.00,16925.00,8240.84,17968.00,17573.00,24970.00,6806.00,12740.00,8785.00,
06/28/19-16:35:45:868,3,970.00,16926.00,8240.84,18080.00,17466.00,24929.00,6815.00,12733.00,8785.00,
06/28/19-16:35:46:85,3,969.00,16925.00,8238.79,18129.00,17416.00,24912.00,6816.00,12745.00,8805.00,
06/28/19-16:35:46:85,3,970.00,16922.00,8236.74,17743.00,17316.00,24906.00,6815.00,12744.00,8801.00,
06/28/19-16:35:46:85,3,969.00,16921.00,8236.74,17952.00,17419.00,24929.00,6823.00,12753.00,8802.00,
06/28/19-16:35:46:85,3,969.00,16922.00,8236.23,17765.00,17739.00,24943.00,6815.00,12740.00,8800.00,
06/28/19-16:35:46:85,3,968.00,16923.00,8236.74,17688.00,17902.00,24968.00,6811.00,12747.00,8790.00,
06/28/19-16:35:46:85,3,969.00,16923.00,8239.30,17731.00,17987.00,24906.00,6816.00,12739.00,8783.00,
06/28/19-16:35:46:85,3,969.00,16923.00,8240.84,17908.00,18125.00,24913.00,6819.00,12741.00,8781.00,
06/28/19-16:35:46:85,3,969.00,16923.00,8240.84,17854.00,18434.00,24960.00,6821.00,12743.00,8783.00,
06/28/19-16:35:46:85,3,968.00,16923.00,8240.84,17564.00,18219.00,24905.00,6819.00,12748.00,8783.00,
06/28/19-16:35:46:85,3,969.00,16925.00,8240.84,17741.00,17965.00,24938.00,6820.00,12746.00,8784.00,
06/28/19-16:35:46:85,3,969.00,16923.00,8240.84,18051.00,18057.00,24950.00,6823.00,12742.00,8784.00,
06/28/19-16:35:46:85,3,969.00,16925.00,8240.84,17935.00,18329.00,24904.00,6810.00,12742.00,8784.00,
06/28/19-16:35:46:85,3,969.00,16925.00,8240.84,17986.00,18132.00,24888.00,6829.00,12737.00,8784.00,
06/28/19-16:35:46:302,3,969.00,16922.00,8238.79,18200.00,17838.00,24874.00,6812.00,12763.00,8834.00,
06/28/19-16:35:46:302,3,968.00,16921.00,8236.74,18026.00,18214.00,24932.00,6822.00,12753.00,8835.00,
06/28/19-16:35:46:302,3,968.00,16921.00,8236.74,18049.00,18341.00,24877.00,6806.00,12764.00,8832.00,
06/28/19-16:35:46:302,3,969.00,16922.00,8236.74,18115.00,17700.00,24881.00,6812.00,12761.00,8840.00,
06/28/19-16:35:46:302,3,968.00,16920.00,8236.74,18289.00,17683.00,24929.00,6819.00,12748.00,8815.00,
06/28/19-16:35:46:302,3,968.00,16925.00,8238.79,18154.00,17943.00,24927.00,6814.00,12748.00,8780.00,
06/28/19-16:35:46:302,3,970.00,16923.00,8240.84,17870.00,17703.00,24943.00,6812.00,12735.00,8793.00,
06/28/19-16:35:46:302,3,970.00,16921.00,8240.84,18000.00,17126.00,25069.00,6817.00,12751.00,8787.00,
06/28/19-16:35:46:302,3,969.00,16920.00,8240.84,17768.00,17650.00,24955.00,6823.00,12744.00,8782.00,
06/28/19-16:35:46:302,3,970.00,16923.00,8240.84,17709.00,17911.00,24897.00,6815.00,12744.00,8783.00,
06/28/19-16:35:46:302,3,968.00,16922.00,8240.84,17801.00,17820.00,24938.00,6819.00,12740.00,8783.00,
06/28/19-16:35:46:302,3,969.00,16922.00,8240.84,17891.00,17767.00,24976.00,6828.00,12741.00,8783.00,
06/28/19-16:35:46:302,3,970.00,16923.00,8240.84,17649.00,18304.00,24961.00,6814.00,12746.00,8783.00,
06/28/19-16:35:46:518,3,968.00,16922.00,8238.79,17680.00,18355.00,24919.00,6826.00,12736.00,8801.00,
06/28/19-16:35:46:518,3,968.00,16920.00,8237.25,17929.00,18039.00,24957.00,6824.00,12736.00,8803.00,
06/28/19-16:35:46:518,3,969.00,16920.00,8236.74,18004.00,18107.00,24845.00,6817.00,12750.00,8812.00,
06/28/19-16:35:46:518,3,968.00,16921.00,8236.23,17899.00,18268.00,24757.00,6819.00,12738.00,8811.00,
06/28/19-16:35:46:518,3,969.00,16922.00,8236.74,17983.00,18059.00,24861.00,6823.00,12744.00,8794.00,
06/28/19-16:35:46:518,3,969.00,16925.00,8239.30,18014.00,17765.00,24880.00,6811.00,12741.00,8779.00,
06/28/19-16:35:46:518,3,969.00,16920.00,8240.84,17909.00,17535.00,24978.00,6824.00,12747.00,8784.00,
06/28/19-16:35:46:518,3,968.00,16920.00,8240.84,18073.00,17819.00,25160.00,6812.00,12738.00,8778.00,
06/28/19-16:35:46:518,3,968.00,16923.00,8240.84,18145.00,17903.00,24869.00,6817.00,12739.00,8777.00,
06/28/19-16:35:46:518,3,968.00,16921.00,8240.84,18161.00,17832.00,24791.00,6826.00,12747.00,8786.00,
06/28/19-16:35:46:518,3,969.00,16923.00,8240.84,18206.00,17845.00,24857.00,6816.00,12743.00,8786.00,
06/28/19-16:35:46:518,3,969.00,16921.00,8240.84,18104.00,17958.00,24794.00,6814.00,12739.00,8786.00,
06/28/19-16:35:46:518,3,969.00,16921.00,8240.84,17991.00,17826.00,24951.00,6813.00,12741.00,8786.00,
06/28/19-16:35:46:735,3,968.00,16921.00,8239.30,17852.00,17733.00,24999.00,6820.00,12770.00,8831.00,
06/28/19-16:35:46:735,3,968.00,16921.00,8236.74,17766.00,17900.00,24912.00,6811.00,12763.00,8830.00,
06/28/19-16:35:46:735,3,969.00,16920.00,8236.74,17949.00,17942.00,24910.00,6813.00,12753.00,8827.00,
06/28/19-16:35:46:735,3,971.00,16920.00,8236.74,17923.00,17936.00,24881.00,6811.00,12754.00,8837.00,
06/28/19-16:35:46:735,3,970.00,16921.00,8236.74,17638.00,18097.00,24741.00,6815.00,12747.00,8807.00,
06/28/19-16:35:46:735,3,968.00,16922.00,8239.81,17834.00,18215.00,24896.00,6814.00,12743.00,8781.00,
06/28/19-16:35:46:735,3,968.00,16922.00,8240.84,17567.00,18248.00,25037.00,6820.00,12746.00,8789.00,
06/28/19-16:35:46:735,3,970.00,16920.00,8240.84,17630.00,17980.00,24840.00,6824.00,12737.00,8783.00,
06/28/19-16:35:46:735,3,968.00,16922.00,8240.84,17701.00,18012.00,24820.00,6815.00,12743.00,8784.00,
06/28/19-16:35:46:735,3,969.00,16921.00,8240.84,18082.00,17949.00,24945.00,6812.00,12737.00,8786.00,
06/28/19-16:35:46:735,3,968.00,16920.00,8240.84,18033.00,17834.00,24821.00,6811.00,12733.00,8786.00,
06/28/19-16:35:46:735,3,969.00,16920.00,8240.84,18034.00,17783.00,24883.00,6813.00,12745.00,8786.00,
06/28/19-16:35:46:735,3,968.00,16922.00,8240.84,18075.00,17797.00,24881.00,6819.00,12748.00,8786.00,
06/28/19-16:35:46:952,3,970.00,16922.00,8238.79,17963.00,17956.00,24780.00,6816.00,12745.00,8801.00,
06/28/19-16:35:46:952,3,969.00,16920.00,8236.74,18115.00,17883.00,24839.00,6819.00,12744.00,8803.00,
06/28/19-16:35:46:952,3,969.00,16921.00,8236.74,18208.00,17861.00,24837.00,6807.00,12737.00,8795.00,
06/28/19-16:35:46:952,3,968.00,16920.00,8236.74,18208.00,17958.00,24809.00,6817.00,12747.00,8809.00,
06/28/19-16:35:46:952,3,969.00,16920.00,8236.74,17869.00,18024.00,24885.00,6815.00,12746.00,8793.00,
06/28/19-16:35:46:952,3,968.00,16920.00,8239.30,17803.00,17817.00,24773.00,6816.00,12741.00,8783.00,
06/28/19-16:35:46:952,3,968.00,16921.00,8240.84,17916.00,17887.00,24825.00,6802.00,12744.00,8780.00,
06/28/19-16:35:46:952,3,968.00,16922.00,8240.84,17939.00,17930.00,24901.00,6811.00,12744.00,8780.00,
06/28/19-16:35:46:952,3,968.00,16920.00,8240.84,17936.00,17936.00,24875.00,6813.00,12747.00,8787.00,
06/28/19-16:35:46:952,3,969.00,16921.00,8240.84,17813.00,17898.00,24797.00,6807.00,12750.00,8787.00,
06/28/19-16:35:46:952,3,969.00,16921.00,8240.84,17721.00,17959.00,24786.00,6816.00,12739.00,8787.00,
06/28/19-16:35:46:952,3,971.00,16922.00,8240.84,17540.00,18022.00,24823.00,6807.00,12739.00,8787.00,
06/28/19-16:35:46:952,3,969.00,16922.00,8240.84,17866.00,18019.00,24826.00,6812.00,12750.00,8787.00,
06/28/19-16:35:47:169,3,968.00,16920.00,8238.79,17941.00,17959.00,24806.00,6805.00,12751.00,8830.00,
06/28/19-16:35:47:169,3,969.00,16920.00,8236.74,18022.00,18174.00,24799.00,6810.00,12757.00,8836.00,
06/28/19-16:35:47:169,3,969.00,16920.00,8236.74,17638.00,18058.00,24766.00,6814.00,12755.00,8834.00,
06/28/19-16:35:47:169,3,968.00,16920.00,8236.74,18141.00,17459.00,24779.00,6810.00,12752.00,8832.00,
06/28/19-16:35:47:169,3,968.00,16921.00,8236.23,18126.00,17534.00,24721.00,6816.00,12756.00,8802.00,
06/28/19-16:35:47:169,3,968.00,16921.00,8238.79,17963.00,17642.00,24762.00,6820.00,12743.00,8779.00,
06/28/19-16:35:47:169,3,969.00,16920.00,8240.84,18649.00,17394.00,24825.00,6817.00,12745.00,8780.00,
06/28/19-16:35:47:169,3,968.00,16920.00,8240.84,18179.00,17276.00,24631.00,6819.00,12744.00,8779.00,
06/28/19-16:35:47:169,3,969.00,16920.00,8240.84,18025.00,17613.00,24762.00,6814.00,12743.00,8776.00,
06/28/19-16:35:47:169,3,969.00,16920.00,8240.84,18111.00,17676.00,24840.00,6807.00,12749.00,8774.00,
06/28/19-16:35:47:169,3,968.00,16920.00,8240.84,17851.00,17806.00,24696.00,6815.00,12745.00,8774.00,
06/28/19-16:35:47:169,3,968.00,16920.00,8240.84,18049.00,18186.00,24821.00,6818.00,12740.00,8774.00,
06/28/19-16:35:47:169,3,968.00,16920.00,8240.84,18408.00,18307.00,24789.00,6808.00,12737.00,8774.00,
06/28/19-16:35:47:386,3,968.00,16920.00,8237.76,18035.00,19052.00,24754.00,6806.00,12749.00,8802.00,
06/28/19-16:35:47:386,3,969.00,16920.00,8236.74,17722.00,18816.00,24696.00,6823.00,12756.00,8803.00,
06/28/19-16:35:47:386,3,970.00,16920.00,8236.74,17906.00,18568.00,24741.00,6818.00,12737.00,8798.00,
06/28/19-16:35:47:386,3,968.00,16920.00,8236.74,17968.00,18900.00,24728.00,6818.00,12744.00,8800.00,
06/28/19-16:35:47:386,3,968.00,16920.00,8236.74,17610.00,18751.00,24705.00,6814.00,12744.00,8793.00,
06/28/19-16:35:47:386,3,968.00,16920.00,8238.79,18095.00,18011.00,24763.00,6817.00,12738.00,8777.00,
06/28/19-16:35:47:386,3,969.00,16920.00,8240.84,17791.00,17956.00,24711.00,6813.00,12742.00,8775.00,
06/28/19-16:35:47:386,3,968.00,16920.00,8240.84,17607.00,17777.00,24728.00,6813.00,12747.00,8775.00,
06/28/19-16:35:47:386,3,968.00,16920.00,8240.84,18115.00,17539.00,24830.00,6817.00,12749.00,8772.00,
06/28/19-16:35:47:386,3,970.00,16920.00,8240.84,18007.00,17051.00,24714.00,6820.00,12755.00,8771.00,
06/28/19-16:35:47:386,3,971.00,16920.00,8240.84,17949.00,17025.00,24670.00,6818.00,12751.00,8771.00,
06/28/19-16:35:47:386,3,969.00,16920.00,8240.84,18455.00,17328.00,24696.00,6804.00,12752.00,8771.00,
06/28/19-16:35:47:386,3,968.00,16920.00,8240.84,17809.00,17211.00,24660.00,6816.00,12752.00,8771.00,
06/28/19-16:35:47:603,3,969.00,16920.00,8239.30,17833.00,17349.00,24716.00,6812.00,12765.00,8832.00,
06/28/19-16:35:47:603,3,968.00,16920.00,8237.25,18025.00,17663.00,24736.00,6814.00,12762.00,8825.00,
06/28/19-16:35:47:603,3,969.00,16920.00,8236.74,17869.00,18107.00,24642.00,6812.00,12759.00,8831.00,
06/28/19-16:35:47:603,3,968.00,16920.00,8236.23,17919.00,18261.00,24690.00,6825.00,12762.00,8838.00,
06/28/19-16:35:47:603,3,968.00,16920.00,8236.74,18046.00,18344.00,24703.00,6814.00,12753.00,8804.00,
06/28/19-16:35:47:603,3,968.00,16920.00,8239.30,17804.00,18898.00,24652.00,6816.00,12746.00,8783.00,
06/28/19-16:35:47:603,3,969.00,16920.00,8240.84,17642.00,18951.00,24684.00,6817.00,12748.00,8781.00,
06/28/19-16:35:47:603,3,970.00,16920.00,8240.84,17887.00,18655.00,24724.00,6815.00,12739.00,8784.00,
06/28/19-16:35:47:603,3,968.00,16920.00,8240.84,18019.00,18404.00,24607.00,6810.00,12746.00,8782.00,
06/28/19-16:35:47:603,3,969.00,16920.00,8240.84,17813.00,18484.00,24666.00,6812.00,12745.00,8776.00,
06/28/19-16:35:47:603,3,970.00,16920.00,8240.84,18186.00,17921.00,24712.00,6827.00,12743.00,8776.00,
06/28/19-16:35:47:603,3,969.00,16920.00,8240.84,18613.00,17234.00,24681.00,6820.00,12746.00,8776.00,
06/28/19-16:35:47:603,3,968.00,16920.00,8240.84,17260.00,17404.00,24480.00,6821.00,12750.00,8776.00,
06/28/19-16:35:47:820,3,969.00,16921.00,8239.30,18213.00,17336.00,24638.00,6810.00,12750.00,8794.00,
06/28/19-16:35:47:820,3,969.00,16920.00,8236.74,17477.00,17543.00,24654.00,6819.00,12743.00,8793.00,
06/28/19-16:35:47:820,3,969.00,16920.00,8236.74,18264.00,16944.00,24670.00,6822.00,12757.00,8790.00,
06/28/19-16:35:47:820,3,968.00,16920.00,8236.23,17952.00,17412.00,24676.00,6812.00,12748.00,8793.00,
06/28/19-16:35:47:820,3,969.00,16920.00,8236.74,18198.00,17772.00,24649.00,6828.00,12752.00,8798.00,
06/28/19-16:35:47:820,3,968.00,16920.00,8239.81,17870.00,17848.00,24544.00,6825.00,12746.00,8788.00,
06/28/19-16:35:47:820,3,969.00,16920.00,8240.33,18209.00,18000.00,24620.00,6815.00,12749.00,8783.00,
06/28/19-16:35:47:820,3,969.00,16920.00,8240.84,17874.00,18447.00,24604.00,6827.00,12749.00,8779.00,
06/28/19-16:35:47:820,3,968.00,16920.00,8240.84,17817.00,18541.00,24641.00,6818.00,12742.00,8782.00,
06/28/19-16:35:47:820,3,968.00,16920.00,8240.84,17840.00,18481.00,24599.00,6814.00,12754.00,8777.00,
06/28/19-16:35:47:820,3,968.00,16920.00,8240.84,17672.00,18529.00,24580.00,6820.00,12752.00,8777.00,
06/28/19-16:35:47:820,3,968.00,16920.00,8240.84,17791.00,18346.00,24652.00,6820.00,12737.00,8777.00,
06/28/19-16:35:47:820,3,968.00,16920.00,8240.84,17844.00,18172.00,24653.00,6825.00,12748.00,8777.00,
06/28/19-16:35:48:36,3,969.00,16920.00,8239.30,17847.00,17988.00,24523.00,6820.00,12763.00,8840.00,
06/28/19-16:35:48:36,3,968.00,16920.00,8236.74,17907.00,17957.00,24696.00,6820.00,12761.00,8839.00,
06/28/19-16:35:48:36,3,968.00,16920.00,8236.74,17827.00,17841.00,24572.00,6818.00,12753.00,8835.00,
06/28/19-16:35:48:36,3,969.00,16920.00,8236.74,17743.00,17626.00,24380.00,6817.00,12759.00,8835.00,
06/28/19-16:35:48:36,3,968.00,16920.00,8236.74,17874.00,17583.00,24607.00,6810.00,12755.00,8808.00,
06/28/19-16:35:48:36,3,969.00,16920.00,8238.79,18304.00,17472.00,24562.00,6822.00,12751.00,8783.00,
06/28/19-16:35:48:36,3,969.00,16920.00,8240.84,18243.00,17511.00,24605.00,6821.00,12753.00,8777.00,
06/28/19-16:35:48:36,3,968.00,16920.00,8240.84,17899.00,17834.00,24558.00,6822.00,12753.00,8787.00,
06/28/19-16:35:48:36,3,968.00,16920.00,8240.84,17987.00,17734.00,24566.00,6818.00,12750.00,8783.00,
06/28/19-16:35:48:36,3,969.00,16920.00,8240.84,17641.00,18054.00,24577.00,6822.00,12750.00,8777.00,
06/28/19-16:35:48:36,3,968.00,16920.00,8240.84,18179.00,18026.00,24622.00,6823.00,12740.00,8777.00,
06/28/19-16:35:48:36,3,968.00,16920.00,8240.84,18017.00,18356.00,24591.00,6822.00,12746.00,8777.00,
06/28/19-16:35:48:36,3,968.00,16920.00,8240.84,17750.00,18327.00,24486.00,6828.00,12747.00,8777.00,
06/28/19-16:35:48:253,3,968.00,16920.00,8239.81,17840.00,18089.00,24418.00,6821.00,12747.00,8806.00,
06/28/19-16:35:48:253,3,969.00,16920.00,8236.74,17601.00,18281.00,24541.00,6819.00,12752.00,8806.00,
06/28/19-16:35:48:253,3,968.00,16920.00,8236.74,17765.00,18274.00,24555.00,6817.00,12743.00,8804.00,
06/28/19-16:35:48:253,3,968.00,16920.00,8236.74,18048.00,18087.00,24581.00,6828.00,12747.00,8809.00,
06/28/19-16:35:48:253,3,968.00,16920.00,8236.74,17866.00,18005.00,24561.00,6822.00,12751.00,8791.00,
06/28/19-16:35:48:253,3,968.00,16920.00,8238.28,18836.00,17377.00,24748.00,6821.00,12744.00,8781.00,
06/28/19-16:35:48:253,3,968.00,16920.00,8240.84,19138.00,16282.00,23981.00,6824.00,12749.00,8776.00,
06/28/19-16:35:48:253,3,968.00,16920.00,8240.84,17438.00,18307.00,24427.00,6816.00,12745.00,8782.00,
06/28/19-16:35:48:253,3,968.00,16920.00,8240.84,18044.00,17061.00,24659.00,6816.00,12744.00,8779.00,
06/28/19-16:35:48:253,3,968.00,16920.00,8240.84,18251.00,17840.00,24460.00,6817.00,12745.00,8784.00,
06/28/19-16:35:48:253,3,968.00,16920.00,8240.84,18188.00,17892.00,24403.00,6818.00,12743.00,8784.00,
06/28/19-16:35:48:253,3,969.00,16920.00,8240.84,17842.00,17485.00,24560.00,6815.00,12741.00,8784.00,
06/28/19-16:35:48:253,3,969.00,16920.00,8240.84,17698.00,18020.00,24605.00,6821.00,12741.00,8784.00,
06/28/19-16:35:48:470,3,968.00,16920.00,8239.30,18104.00,17936.00,24585.00,6810.00,12760.00,8843.00,
06/28/19-16:35:48:470,3,968.00,16920.00,8236.74,17948.00,17941.00,24560.00,6825.00,12761.00,8837.00,
06/28/19-16:35:48:470,3,968.00,16920.00,8236.74,17909.00,18338.00,24590.00,6820.00,12752.00,8839.00,
06/28/19-16:35:48:470,3,968.00,16920.00,8236.74,17654.00,17989.00,24600.00,6818.00,12755.00,8831.00,
06/28/19-16:35:48:470,3,968.00,16920.00,8236.74,17982.00,18448.00,24537.00,6816.00,12753.00,8811.00,
06/28/19-16:35:48:470,3,968.00,16920.00,8239.30,17677.00,17947.00,24864.00,6820.00,12741.00,8786.00,
06/28/19-16:35:48:470,3,968.00,16920.00,8240.84,18397.00,18293.00,24404.00,6815.00,12744.00,8785.00,
06/28/19-16:35:48:470,3,969.00,16920.00,8240.84,17884.00,18089.00,24505.00,6819.00,12744.00,8791.00,
06/28/19-16:35:48:470,3,969.00,16920.00,8240.84,18340.00,17853.00,24593.00,6809.00,12739.00,8789.00,
06/28/19-16:35:48:470,3,969.00,16920.00,8240.84,17824.00,18150.00,24441.00,6817.00,12739.00,8783.00,
06/28/19-16:35:48:470,3,968.00,16920.00,8240.84,17562.00,17410.00,24652.00,6812.00,12742.00,8783.00,
06/28/19-16:35:48:470,3,968.00,16920.00,8240.84,17827.00,17785.00,24401.00,6821.00,12741.00,8783.00,
06/28/19-16:35:48:470,3,969.00,16920.00,8240.84,18091.00,17226.00,24619.00,6812.00,12750.00,8783.00,
06/28/19-16:35:48:687,3,969.00,16920.00,8239.30,18148.00,17608.00,24536.00,6815.00,12751.00,8799.00,
06/28/19-16:35:48:687,3,968.00,16920.00,8236.74,18041.00,17839.00,24523.00,6810.00,12751.00,8806.00,
06/28/19-16:35:48:687,3,968.00,16920.00,8236.74,17795.00,17906.00,24522.00,6819.00,12763.00,8798.00,
06/28/19-16:35:48:687,3,968.00,16920.00,8236.74,17900.00,18199.00,24595.00,6812.00,12740.00,8799.00,
06/28/19-16:35:48:687,3,969.00,16920.00,8236.74,17739.00,18148.00,24615.00,6814.00,12744.00,8798.00,
06/28/19-16:35:48:687,3,968.00,16920.00,8238.28,18094.00,18216.00,24494.00,6809.00,12745.00,8782.00,
06/28/19-16:35:48:687,3,968.00,16920.00,8240.84,18154.00,18203.00,24627.00,6816.00,12743.00,8787.00,
06/28/19-16:35:48:687,3,968.00,16920.00,8240.84,18192.00,18610.00,24330.00,6817.00,12746.00,8791.00,
06/28/19-16:35:48:687,3,969.00,16920.00,8240.84,15650.00,17366.00,23519.00,6814.00,12747.00,8779.00,
06/28/19-16:35:48:687,3,968.00,16920.00,8240.84,18139.00,18441.00,24863.00,6819.00,12743.00,8785.00,
06/28/19-16:35:48:687,3,968.00,16920.00,8240.84,17304.00,17677.00,24454.00,6823.00,12743.00,8785.00,
06/28/19-16:35:48:687,3,968.00,16919.00,8240.84,18228.00,17875.00,24510.00,6821.00,12745.00,8785.00,
06/28/19-16:35:48:687,3,968.00,16920.00,8240.84,17878.00,17546.00,24487.00,6816.00,12748.00,8785.00,
06/28/19-16:35:48:904,3,968.00,16919.00,8239.30,17964.00,17765.00,24593.00,6804.00,12770.00,8841.00,
06/28/19-16:35:48:904,3,968.00,16920.00,8237.25,17946.00,17499.00,24523.00,6808.00,12764.00,8833.00,
06/28/19-16:35:48:904,3,969.00,16918.00,8236.74,17868.00,17645.00,24522.00,6814.00,12763.00,8845.00,
06/28/19-16:35:48:904,3,969.00,16919.00,8236.74,17952.00,17750.00,24480.00,6807.00,12760.00,8840.00,
06/28/19-16:35:48:904,3,968.00,16920.00,8236.74,18126.00,18045.00,24545.00,6796.00,12752.00,8812.00,
06/28/19-16:35:48:904,3,968.00,16920.00,8239.81,17639.00,17768.00,24321.00,6813.00,12742.00,8789.00,
06/28/19-16:35:48:904,3,968.00,16919.00,8240.84,18332.00,17927.00,24593.00,6810.00,12747.00,8786.00,
06/28/19-16:35:48:904,3,969.00,16920.00,8240.84,18315.00,17903.00,24400.00,6811.00,12749.00,8788.00,
06/28/19-16:35:48:904,3,969.00,16919.00,8240.84,18179.00,18382.00,24344.00,6809.00,12737.00,8779.00,
06/28/19-16:35:48:904,3,968.00,16920.00,8240.84,17618.00,18940.00,24465.00,6812.00,12747.00,8775.00,
06/28/19-16:35:48:904,3,968.00,16920.00,8240.84,17685.00,18402.00,24302.00,6817.00,12747.00,8775.00,
06/28/19-16:35:48:904,3,969.00,16920.00,8240.84,17973.00,18102.00,24326.00,6811.00,12745.00,8775.00,
06/28/19-16:35:48:904,3,969.00,16920.00,8240.84,18173.00,17732.00,24459.00,6809.00,12747.00,8775.00,
06/28/19-16:35:49:121,3,969.00,16920.00,8238.28,17797.00,17618.00,24264.00,6830.00,12740.00,8804.00,
06/28/19-16:35:49:121,3,969.00,16920.00,8236.74,17710.00,17555.00,24294.00,6823.00,12745.00,8800.00,
06/28/19-16:35:49:121,3,968.00,16920.00,8236.74,17385.00,17681.00,24458.00,6816.00,12754.00,8803.00,
06/28/19-16:35:49:121,3,969.00,16919.00,8236.74,18252.00,17504.00,24469.00,6811.00,12752.00,8796.00,
06/28/19-16:35:49:121,3,969.00,16919.00,8236.74,17424.00,17825.00,24370.00,6821.00,12753.00,8788.00,
06/28/19-16:35:49:121,3,970.00,16919.00,8239.30,18048.00,18070.00,24305.00,6820.00,12742.00,8786.00,
06/28/19-16:35:49:121,3,970.00,16920.00,8240.33,18051.00,18037.00,24489.00,6817.00,12736.00,8787.00,
06/28/19-16:35:49:121,3,969.00,16919.00,8240.84,17977.00,18228.00,24445.00,6819.00,12746.00,8782.00,
06/28/19-16:35:49:121,3,968.00,16920.00,8240.84,18362.00,17831.00,24264.00,6818.00,12743.00,8794.00,
06/28/19-16:35:49:121,3,970.00,16920.00,8240.84,18102.00,18094.00,24493.00,6811.00,12743.00,8781.00,
06/28/19-16:35:49:121,3,969.00,16920.00,8240.84,18295.00,17814.00,24390.00,6830.00,12749.00,8781.00,
06/28/19-16:35:49:121,3,969.00,16920.00,8240.84,18053.00,18011.00,24203.00,6807.00,12749.00,8781.00,
06/28/19-16:35:49:121,3,968.00,16920.00,8240.84,18354.00,17970.00,24502.00,6816.00,12751.00,8781.00,
06/28/19-16:35:49:338,3,968.00,16919.00,8239.30,17888.00,18509.00,24280.00,6817.00,12759.00,8843.00,
06/28/19-16:35:49:338,3,969.00,16918.00,8236.74,17851.00,17843.00,24339.00,6815.00,12758.00,8841.00,
06/28/19-16:35:49:338,3,968.00,16919.00,8236.74,17636.00,17819.00,24339.00,6818.00,12760.00,8829.00,
06/28/19-16:35:49:338,3,971.00,16918.00,8236.23,17801.00,18060.00,24353.00,6813.00,12759.00,8836.00,
06/28/19-16:35:49:338,3,968.00,16919.00,8236.74,17590.00,17929.00,24386.00,6817.00,12754.00,8809.00,
06/28/19-16:35:49:338,3,969.00,16919.00,8238.79,17649.00,17567.00,24401.00,6813.00,12744.00,8786.00,
06/28/19-16:35:49:338,3,968.00,16919.00,8240.84,17718.00,17991.00,24370.00,6824.00,12745.00,8784.00,
06/28/19-16:35:49:338,3,968.00,16919.00,8240.84,17698.00,17777.00,24251.00,6814.00,12739.00,8785.00,
06/28/19-16:35:49:338,3,970.00,16918.00,8240.84,18088.00,17713.00,24403.00,6815.00,12747.00,8785.00,
06/28/19-16:35:49:338,3,969.00,16919.00,8240.84,18020.00,18199.00,24248.00,6813.00,12755.00,8783.00,
06/28/19-16:35:49:338,3,968.00,16920.00,8240.84,17978.00,18203.00,24455.00,6818.00,12744.00,8783.00,
06/28/19-16:35:49:338,3,968.00,16919.00,8240.84,18269.00,18930.00,24197.00,6809.00,12741.00,8783.00,
06/28/19-16:35:49:338,3,968.00,16920.00,8240.84,19457.00,17402.00,24395.00,6813.00,12734.00,8783.00,
06/28/19-16:35:49:554,3,968.00,16917.00,8239.30,17455.00,18045.00,24249.00,6810.00,12747.00,8805.00,
06/28/19-16:35:49:554,3,968.00,16919.00,8236.74,17354.00,18717.00,24758.00,6812.00,12746.00,8804.00,
06/28/19-16:35:49:554,3,969.00,16918.00,8236.74,17947.00,18429.00,24235.00,6815.00,12744.00,8807.00,
06/28/19-16:35:49:554,3,968.00,16917.00,8236.74,17840.00,17222.00,24390.00,6819.00,12750.00,8804.00,
06/28/19-16:35:49:554,3,968.00,16919.00,8236.74,17464.00,18527.00,24322.00,6810.00,12745.00,8798.00,
